Variant,distribute-collapse,parallel_position,scheduling,collapse,mem_to,mem_from,mem_alloc,mem_delete,LX,LY,LZ,LT,runtime(us)
CPU,none,none,none,1,0,0,0,0,44,44,44,88,438003
transform1,1,1,static,4,0,0,0,0,44,44,44,88,329710
transform2,1,1,dynamic,4,0,0,0,0,44,44,44,88,312267
transform3,1,1,guided,4,0,0,0,0,44,44,44,88,317539
transform4,1,1,static,3,0,0,0,0,44,44,44,88,373140
transform5,1,1,dynamic,3,0,0,0,0,44,44,44,88,366298
transform6,1,1,guided,3,0,0,0,0,44,44,44,88,362113
transform7,1,1,static,2,0,0,0,0,44,44,44,88,395496
transform8,1,1,dynamic,2,0,0,0,0,44,44,44,88,387764
transform9,1,1,guided,2,0,0,0,0,44,44,44,88,384028
transform10,1,1,static,1,0,0,0,0,44,44,44,88,1149742
transform11,1,1,dynamic,1,0,0,0,0,44,44,44,88,1139554
transform12,1,1,guided,1,0,0,0,0,44,44,44,88,1152604
transform13,1,2,static,3,0,0,0,0,44,44,44,88,423279
transform14,1,2,dynamic,3,0,0,0,0,44,44,44,88,415519
transform15,1,2,guided,3,0,0,0,0,44,44,44,88,424192
transform16,1,2,static,2,0,0,0,0,44,44,44,88,425645
transform17,1,2,dynamic,2,0,0,0,0,44,44,44,88,424609
transform18,1,2,guided,2,0,0,0,0,44,44,44,88,414645
transform19,1,2,static,1,0,0,0,0,44,44,44,88,440645
transform20,1,2,dynamic,1,0,0,0,0,44,44,44,88,472659
transform21,1,2,guided,1,0,0,0,0,44,44,44,88,471093
transform22,1,3,static,2,0,0,0,0,44,44,44,88,419744
transform23,1,3,dynamic,2,0,0,0,0,44,44,44,88,413085
transform24,1,3,guided,2,0,0,0,0,44,44,44,88,398480
transform25,1,3,static,1,0,0,0,0,44,44,44,88,414816
transform26,1,3,dynamic,1,0,0,0,0,44,44,44,88,423911
transform27,1,3,guided,1,0,0,0,0,44,44,44,88,428490
transform28,1,4,static,1,0,0,0,0,44,44,44,88,387666
transform29,1,4,dynamic,1,0,0,0,0,44,44,44,88,407285
transform30,1,4,guided,1,0,0,0,0,44,44,44,88,420529
transform31,2,3,static,2,0,0,0,0,44,44,44,88,331344
transform32,2,3,dynamic,2,0,0,0,0,44,44,44,88,358736
transform33,2,3,guided,2,0,0,0,0,44,44,44,88,359302
transform34,2,3,static,1,0,0,0,0,44,44,44,88,371013
transform35,2,3,dynamic,1,0,0,0,0,44,44,44,88,374393
transform36,2,3,guided,1,0,0,0,0,44,44,44,88,370094
transform37,2,4,static,1,0,0,0,0,44,44,44,88,324345
transform38,2,4,dynamic,1,0,0,0,0,44,44,44,88,343647
transform39,2,4,guided,1,0,0,0,0,44,44,44,88,346494
transform40,3,4,static,1,0,0,0,0,44,44,44,88,324932
transform41,3,4,dynamic,1,0,0,0,0,44,44,44,88,321411
transform42,3,4,guided,1,0,0,0,0,44,44,44,88,309469
