Variant,distribute-collapse,parallel_position,scheduling,collapse,mem_to,mem_from,mem_alloc,mem_delete,LX,LY,LZ,LT,runtime(us)
CPU,none,none,none,1,5417834688,701915136,701915136,5417834688,52,52,52,104,846189
transform1,1,1,static,4,5417834688,701915136,701915136,5417834688,52,52,52,104,2011324
transform2,1,1,dynamic,4,5417834688,701915136,701915136,5417834688,52,52,52,104,1782272
transform3,1,1,guided,4,5417834688,701915136,701915136,5417834688,52,52,52,104,1783039
transform4,1,1,static,3,5417834688,701915136,701915136,5417834688,52,52,52,104,1841027
transform5,1,1,dynamic,3,5417834688,701915136,701915136,5417834688,52,52,52,104,1804993
transform6,1,1,guided,3,5417834688,701915136,701915136,5417834688,52,52,52,104,1887637
transform7,1,1,static,2,5417834688,701915136,701915136,5417834688,52,52,52,104,1881221
transform8,1,1,dynamic,2,5417834688,701915136,701915136,5417834688,52,52,52,104,1849216
transform9,1,1,guided,2,5417834688,701915136,701915136,5417834688,52,52,52,104,1823588
transform10,1,1,static,1,5417834688,701915136,701915136,5417834688,52,52,52,104,3071812
transform11,1,1,dynamic,1,5417834688,701915136,701915136,5417834688,52,52,52,104,3122112
transform12,1,1,guided,1,5417834688,701915136,701915136,5417834688,52,52,52,104,3104203
transform13,1,2,static,3,5417834688,701915136,701915136,5417834688,52,52,52,104,1884350
transform14,1,2,dynamic,3,5417834688,701915136,701915136,5417834688,52,52,52,104,1863009
transform15,1,2,guided,3,5417834688,701915136,701915136,5417834688,52,52,52,104,1884140
transform16,1,2,static,2,5417834688,701915136,701915136,5417834688,52,52,52,104,1935527
transform17,1,2,dynamic,2,5417834688,701915136,701915136,5417834688,52,52,52,104,1905915
transform18,1,2,guided,2,5417834688,701915136,701915136,5417834688,52,52,52,104,1908439
transform19,1,2,static,1,5417834688,701915136,701915136,5417834688,52,52,52,104,1885298
transform20,1,2,dynamic,1,5417834688,701915136,701915136,5417834688,52,52,52,104,1841733
transform21,1,2,guided,1,5417834688,701915136,701915136,5417834688,52,52,52,104,1847986
transform22,1,3,static,2,5417834688,701915136,701915136,5417834688,52,52,52,104,1882431
transform23,1,3,dynamic,2,5417834688,701915136,701915136,5417834688,52,52,52,104,1855596
transform24,1,3,guided,2,5417834688,701915136,701915136,5417834688,52,52,52,104,1866059
transform25,1,3,static,1,5417834688,701915136,701915136,5417834688,52,52,52,104,1901587
transform26,1,3,dynamic,1,5417834688,701915136,701915136,5417834688,52,52,52,104,1908103
transform27,1,3,guided,1,5417834688,701915136,701915136,5417834688,52,52,52,104,1912529
transform28,1,4,static,1,5417834688,701915136,701915136,5417834688,52,52,52,104,1818368
transform29,1,4,dynamic,1,5417834688,701915136,701915136,5417834688,52,52,52,104,1887611
transform30,1,4,guided,1,5417834688,701915136,701915136,5417834688,52,52,52,104,1867690
transform31,2,3,static,2,5417834688,701915136,701915136,5417834688,52,52,52,104,1792067
transform32,2,3,dynamic,2,5417834688,701915136,701915136,5417834688,52,52,52,104,1817588
transform33,2,3,guided,2,5417834688,701915136,701915136,5417834688,52,52,52,104,1838728
transform34,2,3,static,1,5417834688,701915136,701915136,5417834688,52,52,52,104,1858408
transform35,2,3,dynamic,1,5417834688,701915136,701915136,5417834688,52,52,52,104,1821043
transform36,2,3,guided,1,5417834688,701915136,701915136,5417834688,52,52,52,104,1813343
transform37,2,4,static,1,5417834688,701915136,701915136,5417834688,52,52,52,104,1787713
transform38,2,4,dynamic,1,5417834688,701915136,701915136,5417834688,52,52,52,104,1787949
transform39,2,4,guided,1,5417834688,701915136,701915136,5417834688,52,52,52,104,1795006
transform40,3,4,static,1,5417834688,701915136,701915136,5417834688,52,52,52,104,1780649
transform41,3,4,dynamic,1,5417834688,701915136,701915136,5417834688,52,52,52,104,1793052
transform42,3,4,guided,1,5417834688,701915136,701915136,5417834688,52,52,52,104,1806244
