Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,48,16,16,48,42338
GPU1,static,1,244353600,28311552,48,16,16,48,187881
GPU0,static,1,244353600,28311552,48,16,16,48,191793
GPU0,static,2,244353600,28311552,48,16,16,48,53595
GPU1,static,2,244353600,28311552,48,16,16,48,72657
GPU0,static,3,244353600,28311552,48,16,16,48,42241
GPU1,static,3,244353600,28311552,48,16,16,48,65204
GPU0,static,4,244353600,28311552,48,16,16,48,41394
GPU1,static,4,244353600,28311552,48,16,16,48,60241
GPU0,dynamic,1,244353600,28311552,48,16,16,48,2039531
GPU1,dynamic,1,244353600,28311552,48,16,16,48,2042081
GPU1,dynamic,2,244353600,28311552,48,16,16,48,377728
GPU0,dynamic,2,244353600,28311552,48,16,16,48,394149
GPU1,dynamic,3,244353600,28311552,48,16,16,48,40746
GPU0,dynamic,3,244353600,28311552,48,16,16,48,65352
GPU1,dynamic,4,244353600,28311552,48,16,16,48,36856
GPU0,dynamic,4,244353600,28311552,48,16,16,48,62997
GPU1,guided,1,244353600,28311552,48,16,16,48,2003194
GPU0,guided,1,244353600,28311552,48,16,16,48,2026427
GPU1,guided,2,244353600,28311552,48,16,16,48,371251
GPU0,guided,2,244353600,28311552,48,16,16,48,388044
GPU1,guided,3,244353600,28311552,48,16,16,48,48924
GPU0,guided,3,244353600,28311552,48,16,16,48,58815
GPU1,guided,4,244353600,28311552,48,16,16,48,36889
GPU0,guided,4,244353600,28311552,48,16,16,48,51794
