Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,16,96,48,48,64323
GPU0,static,1,1442538048,169869312,16,96,48,48,896563
GPU1,static,1,1442538048,169869312,16,96,48,48,900046
GPU0,static,2,1442538048,169869312,16,96,48,48,228283
GPU1,static,2,1442538048,169869312,16,96,48,48,237313
GPU0,static,3,1442538048,169869312,16,96,48,48,201601
GPU1,static,3,1442538048,169869312,16,96,48,48,220707
GPU0,static,4,1442538048,169869312,16,96,48,48,189354
GPU1,static,4,1442538048,169869312,16,96,48,48,232584
GPU0,dynamic,1,1442538048,169869312,16,96,48,48,11650398
GPU1,dynamic,1,1442538048,169869312,16,96,48,48,11667188
GPU0,dynamic,2,1442538048,169869312,16,96,48,48,875650
GPU1,dynamic,2,1442538048,169869312,16,96,48,48,891542
GPU0,dynamic,3,1442538048,169869312,16,96,48,48,259407
GPU1,dynamic,3,1442538048,169869312,16,96,48,48,294756
GPU0,dynamic,4,1442538048,169869312,16,96,48,48,233443
GPU1,dynamic,4,1442538048,169869312,16,96,48,48,279306
GPU0,guided,1,1442538048,169869312,16,96,48,48,11625650
GPU1,guided,1,1442538048,169869312,16,96,48,48,11661453
GPU0,guided,2,1442538048,169869312,16,96,48,48,855240
GPU1,guided,2,1442538048,169869312,16,96,48,48,890369
GPU0,guided,3,1442538048,169869312,16,96,48,48,242215
GPU1,guided,3,1442538048,169869312,16,96,48,48,285302
GPU0,guided,4,1442538048,169869312,16,96,48,48,226571
GPU1,guided,4,1442538048,169869312,16,96,48,48,274780
