Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,48,16,48,16,24174
GPU1,static,1,244353600,28311552,48,16,48,16,309598
GPU0,static,1,244353600,28311552,48,16,48,16,310488
GPU1,static,2,244353600,28311552,48,16,48,16,47290
GPU0,static,2,244353600,28311552,48,16,48,16,47733
GPU1,static,3,244353600,28311552,48,16,48,16,34911
GPU0,static,3,244353600,28311552,48,16,48,16,34988
GPU0,static,4,244353600,28311552,48,16,48,16,38209
GPU1,static,4,244353600,28311552,48,16,48,16,38697
GPU0,dynamic,1,244353600,28311552,48,16,48,16,2019698
GPU1,dynamic,1,244353600,28311552,48,16,48,16,2025118
GPU0,dynamic,2,244353600,28311552,48,16,48,16,372065
GPU1,dynamic,2,244353600,28311552,48,16,48,16,385873
GPU0,dynamic,3,244353600,28311552,48,16,48,16,49542
GPU1,dynamic,3,244353600,28311552,48,16,48,16,56540
GPU0,dynamic,4,244353600,28311552,48,16,48,16,37058
GPU1,dynamic,4,244353600,28311552,48,16,48,16,44183
GPU0,guided,1,244353600,28311552,48,16,48,16,2015705
GPU1,guided,1,244353600,28311552,48,16,48,16,2024180
GPU0,guided,2,244353600,28311552,48,16,48,16,371981
GPU1,guided,2,244353600,28311552,48,16,48,16,385763
GPU0,guided,3,244353600,28311552,48,16,48,16,49320
GPU1,guided,3,244353600,28311552,48,16,48,16,56181
GPU0,guided,4,244353600,28311552,48,16,48,16,36635
GPU1,guided,4,244353600,28311552,48,16,48,16,43849
