Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,16,96,16,48,33268
GPU1,static,1,503544384,56623104,16,96,16,48,322908
GPU0,static,1,503544384,56623104,16,96,16,48,328938
GPU1,static,2,503544384,56623104,16,96,16,48,94866
GPU0,static,2,503544384,56623104,16,96,16,48,110836
GPU1,static,3,503544384,56623104,16,96,16,48,58693
GPU0,static,3,503544384,56623104,16,96,16,48,104840
GPU1,static,4,503544384,56623104,16,96,16,48,54525
GPU0,static,4,503544384,56623104,16,96,16,48,77279
GPU1,dynamic,1,503544384,56623104,16,96,16,48,4035684
GPU0,dynamic,1,503544384,56623104,16,96,16,48,4040677
GPU0,dynamic,2,503544384,56623104,16,96,16,48,784755
GPU1,dynamic,2,503544384,56623104,16,96,16,48,787228
GPU0,dynamic,3,503544384,56623104,16,96,16,48,91710
GPU1,dynamic,3,503544384,56623104,16,96,16,48,101128
GPU0,dynamic,4,503544384,56623104,16,96,16,48,87724
GPU1,dynamic,4,503544384,56623104,16,96,16,48,97564
GPU1,guided,1,503544384,56623104,16,96,16,48,4049568
GPU0,guided,1,503544384,56623104,16,96,16,48,4051017
GPU1,guided,2,503544384,56623104,16,96,16,48,779391
GPU0,guided,2,503544384,56623104,16,96,16,48,782037
GPU1,guided,3,503544384,56623104,16,96,16,48,106004
GPU0,guided,3,503544384,56623104,16,96,16,48,108936
GPU1,guided,4,503544384,56623104,16,96,16,48,96720
GPU0,guided,4,503544384,56623104,16,96,16,48,102498
