Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,96,48,48,48,125668
GPU1,static,1,3920525376,509607936,96,48,48,48,2442292
GPU0,static,1,3920525376,509607936,96,48,48,48,2592967
GPU1,static,2,3920525376,509607936,96,48,48,48,503646
GPU0,static,2,3920525376,509607936,96,48,48,48,706326
GPU1,static,3,3920525376,509607936,96,48,48,48,424842
GPU0,static,3,3920525376,509607936,96,48,48,48,671229
GPU1,static,4,3920525376,509607936,96,48,48,48,388170
GPU0,static,4,3920525376,509607936,96,48,48,48,646706
GPU1,dynamic,1,3920525376,509607936,96,48,48,48,35330985
GPU0,dynamic,1,3920525376,509607936,96,48,48,48,35426695
GPU1,dynamic,2,3920525376,509607936,96,48,48,48,2474726
GPU0,dynamic,2,3920525376,509607936,96,48,48,48,2635262
GPU1,dynamic,3,3920525376,509607936,96,48,48,48,779676
GPU0,dynamic,3,3920525376,509607936,96,48,48,48,838717
GPU1,dynamic,4,3920525376,509607936,96,48,48,48,722032
GPU0,dynamic,4,3920525376,509607936,96,48,48,48,831748
GPU1,guided,1,3920525376,509607936,96,48,48,48,35144320
GPU0,guided,1,3920525376,509607936,96,48,48,48,35338102
GPU1,guided,2,3920525376,509607936,96,48,48,48,2500293
GPU0,guided,2,3920525376,509607936,96,48,48,48,2646383
GPU1,guided,3,3920525376,509607936,96,48,48,48,684688
GPU0,guided,3,3920525376,509607936,96,48,48,48,851603
GPU1,guided,4,3920525376,509607936,96,48,48,48,702797
GPU0,guided,4,3920525376,509607936,96,48,48,48,1163187
