Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,16,96,96,48,95523
GPU0,static,1,2851028544,339738624,16,96,96,48,1680464
GPU1,static,1,2851028544,339738624,16,96,96,48,1697773
GPU0,static,2,2851028544,339738624,16,96,96,48,381988
GPU1,static,2,2851028544,339738624,16,96,96,48,429338
GPU0,static,3,2851028544,339738624,16,96,96,48,349870
GPU1,static,3,2851028544,339738624,16,96,96,48,403242
GPU0,static,4,2851028544,339738624,16,96,96,48,329004
GPU1,static,4,2851028544,339738624,16,96,96,48,386926
GPU0,dynamic,1,2851028544,339738624,16,96,96,48,23532078
GPU1,dynamic,1,2851028544,339738624,16,96,96,48,23551532
GPU0,dynamic,2,2851028544,339738624,16,96,96,48,1040053
GPU1,dynamic,2,2851028544,339738624,16,96,96,48,1045142
GPU1,dynamic,3,2851028544,339738624,16,96,96,48,525061
GPU0,dynamic,3,2851028544,339738624,16,96,96,48,526884
GPU1,dynamic,4,2851028544,339738624,16,96,96,48,535472
GPU0,dynamic,4,2851028544,339738624,16,96,96,48,540208
GPU1,guided,1,2851028544,339738624,16,96,96,48,23548130
GPU0,guided,1,2851028544,339738624,16,96,96,48,23585974
GPU1,guided,2,2851028544,339738624,16,96,96,48,1015073
GPU0,guided,2,2851028544,339738624,16,96,96,48,1041569
GPU1,guided,3,2851028544,339738624,16,96,96,48,501726
GPU0,guided,3,2851028544,339738624,16,96,96,48,534064
GPU1,guided,4,2851028544,339738624,16,96,96,48,494637
GPU0,guided,4,2851028544,339738624,16,96,96,48,517760
