kernel,clang,gcc,nvc,intel,Compiler,Cluster,thread_per_core,core_per_socket,num_sockets,cpu_clock,l1,l2,l3,gpu_name,connector_bandwidth,num_memory_bus, memory_clock,memory_bandwidth, memory_total, sm_clock,num_cores,compute_capability,threads_per_wrap,max_wraps_per_sm,max_threads_per_sm,max_thread_blocks_per_sm,max_32-bit_registers_per_sm,max_registers_per_block,max_registers_per_thread,max_thread_block_size,fp32_cores_per_sm,sm_registers_per_fp32_cores,shared_memory_size_per_sm,collapse,collapse_swap,combined,combined_swap,split,split_swap,outer,inner,reduction,var_decl,ref_expr,int_literal,float_literal,mem_to,mem_from,add_sub_int,add_sub_double,mul_int,mul_double,div_int,div_double,assign_int,assign_double,log_outer,log_inner,log_var_decl,log_ref_expr,log_int_literal,log_float_literal,log_mem_to,log_mem_from,log_add_sub_int,log_add_sub_double,log_mul_int,log_mul_double,log_div_int,log_div_double,log_assign_int,log_assign_double,runtimes
particleFilter3,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,20000000,0,1,0,3,0,0,320000008,160000000,0,1,0,0,0,0,0,1,24.25349666,0,0,1.584962501,0,0,28.2534967,27.25349666,0,0,0,0,0,0,0,0,1.089097
particleFilter3,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,20000000,0,1,0,3,0,0,320000008,160000000,0,1,0,0,0,0,0,1,24.25349666,0,0,1.584962501,0,0,28.2534967,27.25349666,0,0,0,0,0,0,0,0,1.089133
particleFilter3,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,20000000,0,1,0,3,0,0,320000008,160000000,0,1,0,0,0,0,0,1,24.25349666,0,0,1.584962501,0,0,28.2534967,27.25349666,0,0,0,0,0,0,0,0,1.090062
particleFilter3,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,20000000,0,1,0,3,0,0,320000008,160000000,0,1,0,0,0,0,0,1,24.25349666,0,0,1.584962501,0,0,28.2534967,27.25349666,0,0,0,0,0,0,0,0,1.09132
particleFilter3,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,20000000,0,1,0,3,0,0,320000008,160000000,0,1,0,0,0,0,0,1,24.25349666,0,0,1.584962501,0,0,28.2534967,27.25349666,0,0,0,0,0,0,0,0,1.095302
particleFilter3,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,20000000,0,1,0,3,0,0,320000008,160000000,0,1,0,0,0,0,0,1,24.25349666,0,0,1.584962501,0,0,28.2534967,27.25349666,0,0,0,0,0,0,0,0,1.097668
particleFilter3,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,20000000,0,1,0,3,0,0,320000008,160000000,0,1,0,0,0,0,0,1,24.25349666,0,0,1.584962501,0,0,28.2534967,27.25349666,0,0,0,0,0,0,0,0,1.101815
particleFilter5,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,14000000,0,1,0,10,0,0,336000000,336000000,0,2,0,2,0,0,0,2,23.73892349,0,0,3.321928095,0,0,28.32388599,28.32388599,0,1,0,1,0,0,0,1,1.118476
particleFilter5,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,14000000,0,1,0,10,0,0,336000000,336000000,0,2,0,2,0,0,0,2,23.73892349,0,0,3.321928095,0,0,28.32388599,28.32388599,0,1,0,1,0,0,0,1,1.118792
particleFilter5,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,14000000,0,1,0,10,0,0,336000000,336000000,0,2,0,2,0,0,0,2,23.73892349,0,0,3.321928095,0,0,28.32388599,28.32388599,0,1,0,1,0,0,0,1,1.1188
particleFilter5,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,14000000,0,1,0,10,0,0,336000000,336000000,0,2,0,2,0,0,0,2,23.73892349,0,0,3.321928095,0,0,28.32388599,28.32388599,0,1,0,1,0,0,0,1,1.119028
particleFilter5,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,14000000,0,1,0,10,0,0,336000000,336000000,0,2,0,2,0,0,0,2,23.73892349,0,0,3.321928095,0,0,28.32388599,28.32388599,0,1,0,1,0,0,0,1,1.119112
particleFilter5,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,14000000,0,1,0,10,0,0,336000000,336000000,0,2,0,2,0,0,0,2,23.73892349,0,0,3.321928095,0,0,28.32388599,28.32388599,0,1,0,1,0,0,0,1,1.119271
particleFilter5,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,14000000,0,1,0,10,0,0,336000000,336000000,0,2,0,2,0,0,0,2,23.73892349,0,0,3.321928095,0,0,28.32388599,28.32388599,0,1,0,1,0,0,0,1,1.123681
particleFilter5,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,14000000,0,1,0,10,0,0,336000000,336000000,0,2,0,2,0,0,0,2,23.73892349,0,0,3.321928095,0,0,28.32388599,28.32388599,0,1,0,1,0,0,0,1,1.139973
particleFilter5,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,14000000,0,1,0,10,0,0,336000000,336000000,0,2,0,2,0,0,0,2,23.73892349,0,0,3.321928095,0,0,28.32388599,28.32388599,0,1,0,1,0,0,0,1,1.141358
