kernel,clang,gcc,nvc,intel,Compiler,Cluster,thread_per_core,core_per_socket,num_sockets,cpu_clock,l1,l2,l3,gpu_name,connector_bandwidth,num_memory_bus, memory_clock,memory_bandwidth, memory_total, sm_clock,num_cores,compute_capability,threads_per_wrap,max_wraps_per_sm,max_threads_per_sm,max_thread_blocks_per_sm,max_32-bit_registers_per_sm,max_registers_per_block,max_registers_per_thread,max_thread_block_size,fp32_cores_per_sm,sm_registers_per_fp32_cores,shared_memory_size_per_sm,collapse,collapse_swap,combined,combined_swap,split,split_swap,outer,inner,reduction,var_decl,ref_expr,int_literal,float_literal,mem_to,mem_from,add_sub_int,add_sub_double,mul_int,mul_double,div_int,div_double,assign_int,assign_double,log_outer,log_inner,log_var_decl,log_ref_expr,log_int_literal,log_float_literal,log_mem_to,log_mem_from,log_add_sub_int,log_add_sub_double,log_mul_int,log_mul_double,log_div_int,log_div_double,log_assign_int,log_assign_double,runtimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_1900_1900_3900,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,1900,3900,0,7800,74123400,22241701,3900,88160000,59280000,22237800,7410000,14827800,7410000,0,0,0,7417800,10.8917837,11.92925841,12.92925841,26.14342572,24.40676379,11.92925841,26.39362089,25.82104211,24.40651073,22.82104211,23.82180123,22.82104211,0,0,0,22.82255994,4.1483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_2250_2450_2450,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,2250,2450,0,4900,60039700,18014851,2450,92120000,44100000,18012400,6002500,12009900,6002500,0,0,0,6007400,11.13570929,11.25856603,12.25856603,25.83941343,24.10268338,11.25856603,26.45701108,25.39427532,24.10248709,22.51713207,23.5177208,22.51713207,0,0,0,22.5183093,4.1862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_2250_2150_2850,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,2250,2850,0,5700,61292100,18391051,2850,87720000,51300000,18388200,6127500,12260700,6127500,0,0,0,6133200,11.13570929,11.4767462,12.4767462,25.8691978,24.13250059,11.4767462,26.38640248,25.61245549,24.13227693,22.54686715,23.54753801,22.54686715,0,0,0,22.54820857,4.2679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_2000_2000_3500,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,2000,3500,0,7000,70021000,21010501,3500,88000000,56000000,21007000,7000000,14007000,7000000,0,0,0,7007000,10.96578428,11.77313921,12.77313921,26.06128433,24.32460723,11.77313921,26.39100019,25.73892349,24.32436681,22.73892349,23.73964466,22.73892349,0,0,0,22.74036547,4.3344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_1500_2500_4000,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,1500,4000,0,8000,100024000,30012001,4000,110000000,48000000,30008000,10000000,20008000,10000000,0,0,0,10008000,10.55074679,11.96578428,12.96578428,26.57577096,24.83903618,11.96578428,26.71292828,25.51653107,24.83884383,23.25349666,24.25407363,23.25349666,0,0,0,23.25465036,4.4027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_1400_2900_3400,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,1400,3400,0,6800,98620400,29590201,3400,111360000,38080000,29586800,9860000,19726800,9860000,0,0,0,9866800,10.45121111,11.73131903,12.73131903,26.55538277,24.81861616,11.73131903,26.73065588,25.18253014,24.81845033,23.23315622,24.23365361,23.23315622,0,0,0,23.23415084,4.4505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_2150_2450_2750,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,2150,2750,0,5500,67391500,20220751,2750,96040000,47300000,20218000,6737500,13480500,6737500,0,0,0,6743000,11.07012094,11.4252159,12.4252159,26.0060633,24.26933324,11.4252159,26.51713207,25.49533685,24.26913695,22.68378194,23.68437067,22.68378194,0,0,0,22.68495917,4.4861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_1500_3000_3500,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,1500,3500,0,7000,105021000,31510501,3500,120000000,42000000,31507000,10500000,21007000,10500000,0,0,0,10507000,10.55074679,11.77313921,12.77313921,26.6461026,24.90932936,11.77313921,26.83845916,25.32388599,24.90916906,23.32388599,24.32436681,23.32388599,0,0,0,23.32484747,4.5668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_1500_3500_3000,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,1500,3000,0,6000,105018000,31509001,3000,126000000,36000000,31506000,10500000,21006000,10500000,0,0,0,10506000,10.55074679,11.55074679,12.55074679,26.64606138,24.90926068,11.55074679,26.90884849,25.10149357,24.90912327,23.32388599,24.32429813,23.32388599,0,0,0,23.32471015,4.6277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_2150_2450_2850,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,2150,2850,0,5700,69842100,20956051,2850,98000000,49020000,20953200,6982500,13970700,6982500,0,0,0,6988200,11.07012094,11.4767462,12.4767462,26.0575936,24.32086354,11.4767462,26.54627841,25.54686715,24.32066726,22.73531224,23.73590097,22.73531224,0,0,0,22.73648947,4.6718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_1700_2700_3200,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,1700,3200,0,6400,86419200,25929601,3200,105840000,43520000,25926400,8640000,17286400,8640000,0,0,0,8646400,10.73131903,11.64385619,12.64385619,26.36484854,24.62809667,11.64385619,26.65730973,25.37517522,24.62791856,23.04259988,24.04313411,23.04259988,0,0,0,23.04366815,4.7177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_2150_2550_2850,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,2150,2850,0,5700,72692100,21811051,2850,102000000,49020000,21808200,7267500,14540700,7267500,0,0,0,7273200,11.07012094,11.4767462,12.4767462,26.11529525,24.37855595,11.4767462,26.60399391,25.54686715,24.37836736,22.79302774,23.79359339,22.79302774,0,0,0,22.79415882,4.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_2150_2450_2950,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,2150,2950,0,5900,72292700,21691351,2950,99960000,50740000,21688400,7227500,14460900,7227500,0,0,0,7233400,11.07012094,11.52649924,12.52649924,26.10734664,24.37061658,11.52649924,26.57484757,25.59662018,24.37042029,22.78506527,23.78565401,22.78506527,0,0,0,22.7862425,4.9393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_2150_2550_2950,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,2150,2950,0,5900,75242700,22576351,2950,104040000,50740000,22573400,7522500,15050900,7522500,0,0,0,7528400,11.07012094,11.52649924,12.52649924,26.16504828,24.42830899,11.52649924,26.63256306,25.59662018,24.4281204,22.84278077,23.84334642,22.84278077,0,0,0,22.84391185,5.0548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_1400_3900_2900,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,1400,2900,0,5800,113117400,33938701,2900,134160000,32480000,33935800,11310000,22625800,11310000,0,0,0,11315800,10.45121111,11.50183718,12.50183718,26.75324562,25.01642801,11.50183718,26.99937935,24.9530483,25.01630469,23.43109559,24.43146547,23.43109559,0,0,0,23.43183525,5.1507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_2150_2650_2950,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,2150,2950,0,5900,78192700,23461351,2950,108120000,50740000,23458400,7817500,15640900,7817500,0,0,0,7823400,11.07012094,11.52649924,12.52649924,26.22053059,24.48378276,11.52649924,26.68805818,25.59662018,24.48360128,22.89827588,23.89882019,22.89827588,0,0,0,22.8993643,5.2512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_1500_4000_3000,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,1500,3000,0,6000,120018000,36009001,3000,144000000,36000000,36006000,12000000,24006000,12000000,0,0,0,12006000,10.55074679,11.55074679,12.55074679,26.83867555,25.10185424,11.55074679,27.10149357,25.10149357,25.101734,23.51653107,24.5168917,23.51653107,0,0,0,23.51725224,5.3509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_1400_3400_3900,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,1400,3900,0,7800,132623400,39791701,3900,144160000,43680000,39787800,13260000,26527800,13260000,0,0,0,13267800,10.45121111,11.92925841,12.92925841,26.98276011,25.24596424,11.92925841,27.10309568,25.38046952,25.24582279,23.66057744,24.6610017,23.66057744,0,0,0,23.66142583,5.5225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_1700_3200_3200,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,1700,3200,0,6400,102419200,30729601,3200,125440000,43520000,30726400,10240000,20486400,10240000,0,0,0,10246400,10.73131903,11.64385619,12.64385619,26.60991095,24.8731257,11.64385619,26.90242222,25.37517522,24.87297541,23.28771238,24.28816315,23.28771238,0,0,0,23.28861378,5.6505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_2150_2950_2950,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,2150,2950,0,5900,87042700,26116351,2950,120360000,50740000,26113400,8702500,17410900,8702500,0,0,0,8708400,11.07012094,11.52649924,12.52649924,26.37521997,24.63845,11.52649924,26.84278077,25.59662018,24.63828697,23.05299848,24.05348744,23.05299848,0,0,0,23.05397625,5.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_1500_3500_4000,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,1500,4000,0,8000,140024000,42012001,4000,154000000,48000000,42008000,14000000,28008000,14000000,0,0,0,14008000,10.55074679,11.96578428,12.96578428,27.06109888,25.32429817,11.96578428,27.19835511,25.51653107,25.32416076,23.73892349,24.73933563,23.73892349,0,0,0,23.73974765,6.1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_2000_2500_4000,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,2000,4000,0,8000,100024000,30012001,4000,120000000,64000000,30008000,10000000,20008000,10000000,0,0,0,10008000,10.96578428,11.96578428,12.96578428,26.57577096,24.83903618,11.96578428,26.83845916,25.93156857,24.83884383,23.25349666,24.25407363,23.25349666,0,0,0,23.25465036,6.4344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_2000_3000_3500,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,2000,3500,0,7000,105021000,31510501,3500,132000000,56000000,31507000,10500000,21007000,10500000,0,0,0,10507000,10.96578428,11.77313921,12.77313921,26.6461026,24.90932936,11.77313921,26.97596269,25.73892349,24.90916906,23.32388599,24.32436681,23.32388599,0,0,0,23.32484747,6.7167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_1500_4000_4000,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,1500,4000,0,8000,160024000,48012001,4000,176000000,48000000,48008000,16000000,32008000,16000000,0,0,0,16008000,10.55074679,11.96578428,12.96578428,27.25371305,25.51689173,11.96578428,27.39100019,25.51653107,25.5167715,23.93156857,24.9319292,23.93156857,0,0,0,23.93228974,7.2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_1700_3700_3700,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,1700,3700,0,7400,136922200,41081101,3700,159840000,50320000,41077400,13690000,27387400,13690000,0,0,0,13697400,10.73131903,11.85330956,12.85330956,27.02878114,25.29197151,11.85330956,27.25205325,25.58462859,25.29184153,23.70661911,24.70700898,23.70661911,0,0,0,23.70739874,7.5123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_1900_3900_3400,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,1900,3400,0,6800,132620400,39790201,3400,165360000,51680000,39786800,13260000,26526800,13260000,0,0,0,13266800,10.8917837,11.73131903,12.73131903,26.98272747,25.24590985,11.73131903,27.30103505,25.62310273,25.24578653,23.66057744,24.66094731,23.66057744,0,0,0,23.66131709,8.2849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_2200_3200_4200,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,2200,4200,0,8400,134425200,40332601,4200,163840000,73920000,40328400,13440000,26888400,13440000,0,0,0,13448400,11.10328781,12.03617361,13.03617361,27.00222838,25.26544311,12.03617361,27.28771238,26.13946142,25.26529283,23.6800298,24.68048057,23.6800298,0,0,0,23.68093121,8.8875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_6500_6500_6500,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,6500,6500,0,13000,422539000,126769501,6500,676000000,338000000,126763000,42250000,84513000,42250000,0,0,0,42263000,12.666224,12.666224,13.666224,28.65450927,26.91763245,12.666224,29.33244801,28.33244801,26.91755847,25.33244801,26.33266994,25.33244801,0,0,0,25.33289184,89.4688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_7000_6500_7000,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,7000,7000,0,14000,455042000,136521001,7000,728000000,392000000,136514000,45500000,91014000,45500000,0,0,0,45514000,12.77313921,12.77313921,13.77313921,28.76142447,27.02454766,12.77313921,29.43936321,28.54627841,27.02447367,25.43936321,26.43958515,25.43936321,0,0,0,25.43980705,105.0594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_6500_8000_7000,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,6500,7000,0,14000,560042000,168021001,7000,864000000,364000000,168014000,56000000,112014000,56000000,0,0,0,56014000,12.666224,12.77313921,13.77313921,29.06095978,27.32406633,12.77313921,29.68645607,28.43936321,27.32400621,25.73892349,26.73910382,25.73892349,0,0,0,25.73928412,120.7369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_6500_7000_8000,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,6500,8000,0,16000,560048000,168024001,8000,812000000,416000000,168016000,56000000,112016000,56000000,0,0,0,56016000,12.666224,12.96578428,13.96578428,29.06097524,27.32409209,12.96578428,29.59690449,28.63200829,27.32402339,25.73892349,26.73912958,25.73892349,0,0,0,25.73933563,121.0434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_7000_7500_7000,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,7000,7000,0,14000,525042000,157521001,7000,840000000,392000000,157514000,52500000,105014000,52500000,0,0,0,52514000,12.77313921,12.77313921,13.77313921,28.96785759,27.23096894,12.77313921,29.64581409,28.54627841,27.23090482,25.64581409,26.64600643,25.64581409,0,0,0,25.64619875,121.7039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_6500_7500_7500,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,6500,7500,0,15000,562545000,168772501,7500,840000000,390000000,168765000,56250000,112515000,56250000,0,0,0,56265000,12.666224,12.87267488,13.87267488,29.06739327,27.33050462,12.87267488,29.64581409,28.53889888,27.3304405,25.74534976,26.74554211,25.74534976,0,0,0,25.74573443,123.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_7000_7000_7500,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,7000,7500,0,15000,525045000,157522501,7500,812000000,420000000,157515000,52500000,105015000,52500000,0,0,0,52515000,12.77313921,12.87267488,13.87267488,28.96786584,27.23098268,12.87267488,29.59690449,28.64581409,27.23091398,25.64581409,26.64602017,25.64581409,0,0,0,25.64622623,125.3364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_6500_7500_8000,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,6500,8000,0,16000,600048000,180024001,8000,870000000,416000000,180016000,60000000,120016000,60000000,0,0,0,60016000,12.666224,12.96578428,13.96578428,29.16050267,27.42361402,12.96578428,29.69644016,28.63200829,27.4235499,25.83845916,26.83865151,25.83845916,0,0,0,25.83884383,130.0907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_7000_7000_8000,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,7000,8000,0,16000,560048000,168024001,8000,840000000,448000000,168016000,56000000,112016000,56000000,0,0,0,56016000,12.77313921,12.96578428,13.96578428,29.06097524,27.32409209,12.96578428,29.64581409,28.73892349,27.32402339,25.73892349,26.73912958,25.73892349,0,0,0,25.73933563,130.1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_collapse_6500_8000_7500,0,1,0,0,GCC,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,1,0,0,0,0,0,6500,7500,0,15000,600045000,180022501,7500,896000000,390000000,180015000,60000000,120015000,60000000,0,0,0,60015000,12.666224,12.87267488,13.87267488,29.16049546,27.423602,12.87267488,29.73892349,28.53889888,27.42354189,25.83845916,26.83863949,25.83845916,0,0,0,25.83881979,130.8776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
