kernel,clang,gcc,nvc,intel,Compiler,Cluster,thread_per_core,core_per_socket,num_sockets,cpu_clock,l1,l2,l3,gpu_name,connector_bandwidth,num_memory_bus, memory_clock,memory_bandwidth, memory_total, sm_clock,num_cores,compute_capability,threads_per_wrap,max_wraps_per_sm,max_threads_per_sm,max_thread_blocks_per_sm,max_32-bit_registers_per_sm,max_registers_per_block,max_registers_per_thread,max_thread_block_size,fp32_cores_per_sm,sm_registers_per_fp32_cores,shared_memory_size_per_sm,collapse,collapse_swap,combined,combined_swap,split,split_swap,outer,inner,reduction,var_decl,ref_expr,int_literal,float_literal,mem_to,mem_from,add_sub_int,add_sub_double,mul_int,mul_double,div_int,div_double,assign_int,assign_double,log_outer,log_inner,log_var_decl,log_ref_expr,log_int_literal,log_float_literal,log_mem_to,log_mem_from,log_add_sub_int,log_add_sub_double,log_mul_int,log_mul_double,log_div_int,log_div_double,log_assign_int,log_assign_double,runtimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_2500_3000_3500,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,2500,3500,0,7000,105021000,31510501,3500,144000000,70000000,31507000,10500000,21007000,10500000,0,0,0,10507000,11.28771238,11.77313921,12.77313921,26.6461026,24.90932936,11.77313921,27.10149357,26.06085159,24.90916906,23.32388599,24.32436681,23.32388599,0,0,0,23.32484747,43.8697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_2500_3500_3000,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,2500,3000,0,6000,105018000,31509001,3000,154000000,60000000,31506000,10500000,21006000,10500000,0,0,0,10506000,11.28771238,11.55074679,12.55074679,26.64606138,24.90926068,11.55074679,27.19835511,25.83845916,24.90912327,23.32388599,24.32429813,23.32388599,0,0,0,23.32471015,44.7931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_3250_3250_3750,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,3250,3750,0,7500,121897500,36573751,3750,182000000,97500000,36570000,12187500,24382500,12187500,0,0,0,12195000,11.666224,11.87267488,12.87267488,26.8610933,25.12430526,11.87267488,27.43936321,26.53889888,25.12415729,23.53889888,24.53934272,23.53889888,0,0,0,23.53978642,47.2121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_1900_3400_3900,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,1900,3900,0,7800,132623400,39791701,3900,157760000,59280000,39787800,13260000,26527800,13260000,0,0,0,13267800,10.8917837,11.92925841,12.92925841,26.98276011,25.24596424,11.92925841,27.23315622,25.82104211,25.24582279,23.66057744,24.6610017,23.66057744,0,0,0,23.66142583,48.5873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_3200_3700_3200,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,3200,3200,0,6400,118419200,35529601,3200,189440000,81920000,35526400,11840000,23686400,11840000,0,0,0,11846400,11.64385619,11.64385619,12.64385619,26.81932777,25.08251815,11.64385619,27.49716575,26.28771238,25.08238817,23.49716575,24.49755561,23.49716575,0,0,0,23.49794537,50.1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_900_3900_3900,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,900,3900,0,7800,152123400,45641701,3900,149760000,28080000,45637800,15210000,30427800,15210000,0,0,0,15217800,9.813781191,11.92925841,12.92925841,27.18066685,25.44384922,11.92925841,27.1580771,24.7430396,25.44372591,23.85851682,24.85888669,23.85851682,0,0,0,23.85925647,50.2068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_2500_3500_3500,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,2500,3500,0,7000,122521000,36760501,3500,168000000,70000000,36757000,12250000,24507000,12250000,0,0,0,12257000,11.28771238,11.77313921,12.77313921,26.86845381,25.13165309,11.77313921,27.32388599,26.06085159,25.13151569,23.54627841,24.54669055,23.54627841,0,0,0,23.54710258,52.2711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_3400_3900_3400,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,3400,3400,0,6800,132620400,39790201,3400,212160000,92480000,39786800,13260000,26526800,13260000,0,0,0,13266800,11.73131903,11.73131903,12.73131903,26.98272747,25.24590985,11.73131903,27.66057744,26.46263806,25.24578653,23.66057744,24.66094731,23.66057744,0,0,0,23.66131709,55.2325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_2200_3200_4200,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,2200,4200,0,8400,134425200,40332601,4200,163840000,73920000,40328400,13440000,26888400,13440000,0,0,0,13448400,11.10328781,12.03617361,13.03617361,27.00222838,25.26544311,12.03617361,27.28771238,26.13946142,25.26529283,23.6800298,24.68048057,23.6800298,0,0,0,23.68093121,57.6766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_2250_4250_3250,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,2250,3250,0,6500,138144500,41447251,3250,187000000,58500000,41444000,13812500,27631500,13812500,0,0,0,13819000,11.13570929,11.666224,12.666224,27.04160288,25.30477308,11.666224,27.47846303,25.80193329,25.30465992,23.71947113,24.71981055,23.71947113,0,0,0,23.72014988,58.6507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_2200_3700_3700,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,2200,3700,0,7400,136922200,41081101,3700,174640000,65120000,41077400,13690000,27387400,13690000,0,0,0,13697400,11.10328781,11.85330956,12.85330956,27.02878114,25.29197151,11.85330956,27.37980879,25.95659736,25.29184153,23.70661911,24.70700898,23.70661911,0,0,0,23.70739874,58.8096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_3250_3750_3750,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,3250,3750,0,7500,140647500,42198751,3750,210000000,97500000,42195000,14062500,28132500,14062500,0,0,0,14070000,11.666224,11.87267488,12.87267488,27.06750867,25.33069696,11.87267488,27.64581409,26.53889888,25.33056872,23.74534976,24.74573443,23.74534976,0,0,0,23.74611899,59.1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_3250_4250_3750,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,3250,3750,0,7500,159397500,47823751,3750,238000000,97500000,47820000,15937500,31882500,15937500,0,0,0,15945000,11.666224,11.87267488,12.87267488,27.24805376,25.51122395,11.87267488,27.82638633,26.53889888,25.51111079,23.92592201,24.92626142,23.92592201,0,0,0,23.92660076,59.7001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_3250_4250_4250,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,3250,4250,0,8500,180650500,54200251,4250,255000000,110500000,54196000,18062500,36133500,18062500,0,0,0,18071000,11.666224,12.05324713,13.05324713,27.42862601,25.6917962,12.05324713,27.92592201,26.71947113,25.69168304,24.10649425,25.10683367,24.10649425,0,0,0,24.10717301,68.8368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_5000_4500_4500,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,5000,4500,0,9000,202527000,60763501,4500,342000000,180000000,60759000,20250000,40509000,20250000,0,0,0,20259000,12.28771238,12.13570929,13.13570929,27.59353901,25.85670166,12.13570929,28.34942108,27.42342167,25.85659479,24.27141857,25.27173914,24.27141857,0,0,0,24.27205963,87.5367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_5500_4500_5000,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,5500,5000,0,10000,225030000,67515001,5000,378000000,220000000,67510000,22500000,45010000,22500000,0,0,0,22510000,12.4252159,12.28771238,13.28771238,27.74554211,26.00870475,12.28771238,28.49381099,27.71292828,26.00859788,24.42342167,25.42374223,24.42342167,0,0,0,24.42406272,102.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_5500_5500_4500,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,5500,4500,0,9000,247527000,74263501,4500,440000000,198000000,74259000,24750000,49509000,24750000,0,0,0,24759000,12.4252159,12.13570929,13.13570929,27.88301066,26.14614999,12.13570929,28.71292828,27.56092519,26.14606255,24.56092519,25.56118747,24.56092519,0,0,0,24.56144971,112.9185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_4500_6000_4500,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,4500,4500,0,9000,270027000,81013501,4500,432000000,162000000,81009000,27000000,54009000,27000000,0,0,0,27009000,12.13570929,12.13570929,13.13570929,28.00852843,26.27165902,12.13570929,28.68645607,27.27141857,26.27157886,24.68645607,25.6866965,24.68645607,0,0,0,24.68693689,113.5576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_5500_5000_5500,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,5500,5500,0,11000,275033000,82516501,5500,440000000,242000000,82511000,27500000,55011000,27500000,0,0,0,27511000,12.4252159,12.4252159,13.4252159,28.03502949,26.29817931,12.4252159,28.71292828,27.85043181,26.29808313,24.71292828,25.71321679,24.71292828,0,0,0,24.71350525,123.8493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_5000_5500_5500,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,5000,5500,0,11000,302533000,90766501,5500,462000000,220000000,90761000,30250000,60511000,30250000,0,0,0,30261000,12.28771238,12.4252159,13.4252159,28.17251728,26.43565661,12.4252159,28.78331761,27.71292828,26.43556917,24.85043181,25.85069409,24.85043181,0,0,0,24.85095633,129.9213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_5000_5000_6000,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,5000,6000,0,12000,300036000,90018001,6000,440000000,240000000,90012000,30000000,60012000,30000000,0,0,0,30012000,12.28771238,12.55074679,13.55074679,28.16056037,26.42371019,12.55074679,28.71292828,27.83845916,26.42361401,24.83845916,25.83874768,24.83845916,0,0,0,24.83903613,130.0792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_5500_5000_6000,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,5500,6000,0,12000,300036000,90018001,6000,460000000,264000000,90012000,30000000,60012000,30000000,0,0,0,30012000,12.4252159,12.55074679,13.55074679,28.16056037,26.42371019,12.55074679,28.77705862,27.97596269,26.42361401,24.83845916,25.83874768,24.83845916,0,0,0,24.83903613,136.8931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_6500_6500_6500,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,6500,6500,0,13000,422539000,126769501,6500,676000000,338000000,126763000,42250000,84513000,42250000,0,0,0,42263000,12.666224,12.666224,13.666224,28.65450927,26.91763245,12.666224,29.33244801,28.33244801,26.91755847,25.33244801,26.33266994,25.33244801,0,0,0,25.33289184,199.9766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_7000_6500_7000,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,7000,7000,0,14000,455042000,136521001,7000,728000000,392000000,136514000,45500000,91014000,45500000,0,0,0,45514000,12.77313921,12.77313921,13.77313921,28.76142447,27.02454766,12.77313921,29.43936321,28.54627841,27.02447367,25.43936321,26.43958515,25.43936321,0,0,0,25.43980705,230.9421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_6500_8000_6500,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,6500,6500,0,13000,520039000,156019501,6500,832000000,338000000,156013000,52000000,104013000,52000000,0,0,0,52013000,12.666224,12.666224,13.666224,28.95404458,27.21715112,12.666224,29.63200829,28.33244801,27.21709101,25.63200829,26.63218861,25.63200829,0,0,0,25.63236892,247.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_7000_6500_8000,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,7000,8000,0,16000,520048000,156024001,8000,780000000,448000000,156016000,52000000,104016000,52000000,0,0,0,52016000,12.77313921,12.96578428,13.96578428,28.95406955,27.21719273,12.96578428,29.53889888,28.73892349,27.21711875,25.63200829,26.63223022,25.63200829,0,0,0,25.63245213,262.0082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_6500_8000_8000,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,128,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,192,341,16,0,0,1,0,0,0,6500,8000,0,16000,640048000,192024001,8000,928000000,416000000,192016000,64000000,128016000,64000000,0,0,0,64016000,12.666224,12.96578428,13.96578428,29.25360486,27.5167114,12.96578428,29.78954956,28.63200829,27.51665129,25.93156857,26.93174889,25.93156857,0,0,0,25.9319292,304.7569distribute_parallel_for_800_100_800,1,0,0,0,Clang,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,0,0,1,0,0,0,800,800,0,1600,804800,242401,800,1280000,5120000,241600,80000,161600,80000,0,0,0,81600,9.64385619,9.64385619,10.64385619,19.61827078,17.88703612,9.64385619,20.28771238,22.28771238,17.88226093,16.28771238,17.30206767,16.28771238,0,0,0,16.31628153,0.1187
distribute_parallel_for_900_800_100,1,0,0,0,Clang,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,0,0,1,0,0,0,900,100,0,200,800600,240301,100,6400000,720000,240200,80000,160200,80000,0,0,0,80200,9.813781191,6.64385619,7.64385619,19.61072209,17.87448313,6.64385619,22.60964047,19.45763738,17.87387663,16.28771238,17.28951462,16.28771238,0,0,0,16.29131462,0.1261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_400_300_300,1,0,0,0,Clang,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,0,0,1,0,0,0,400,300,0,600,901800,270901,300,1680000,960000,270600,90000,180600,90000,0,0,0,90600,8.64385619,8.22881869,9.22881869,19.78244798,18.04740619,8.22881869,20.6800298,19.87267488,18.04580231,16.45763738,17.46243837,16.45763738,0,0,0,16.46722343,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_900_300_300,1,0,0,0,Clang,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,0,0,1,0,0,0,900,300,0,600,901800,270901,300,2880000,2160000,270600,90000,180600,90000,0,0,0,90600,9.813781191,8.22881869,9.22881869,19.78244798,18.04740619,8.22881869,21.45763738,21.04259988,18.04580231,16.45763738,17.46243837,16.45763738,0,0,0,16.46722343,0.1683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_600_600_200,1,0,0,0,Clang,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,0,0,1,0,0,0,600,200,0,400,1201200,360601,200,3840000,960000,360400,120000,240400,120000,0,0,0,120400,9.22881869,7.64385619,8.64385619,20.19604495,18.46004387,7.64385619,21.87267488,19.87267488,18.45923949,16.87267488,17.87507737,16.87267488,0,0,0,16.87747587,0.1834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_100_300_500,1,0,0,0,Clang,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,0,0,1,0,0,0,100,500,0,1000,1503000,451501,500,1440000,400000,451000,150000,301000,150000,0,0,0,151000,6.64385619,8.965784285,9.965784285,20.51941358,18.78436966,8.965784285,20.45763738,18.60964047,18.78276791,17.19460298,18.19940396,17.19460298,0,0,0,17.20418902,0.2138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_700_300_400,1,0,0,0,Clang,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,0,0,1,0,0,0,700,400,0,800,1202400,361201,400,2640000,2240000,360800,120000,240800,120000,0,0,0,120800,9.451211112,8.64385619,9.64385619,20.19748548,18.46244236,8.64385619,21.3321065,21.0950673,18.46083981,16.87267488,17.87747587,16.87267488,0,0,0,16.88226093,0.2328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_400_900_200,1,0,0,0,Clang,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,0,0,1,0,0,0,400,200,0,400,1801200,540601,200,4320000,640000,540400,180000,360400,180000,0,0,0,180400,8.64385619,7.64385619,8.64385619,20.78052695,19.04420465,7.64385619,22.04259988,19.28771238,19.04366815,17.45763738,18.45923949,17.45763738,0,0,0,17.46083981,0.2605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_700_800_200,1,0,0,0,Clang,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,0,0,1,0,0,0,700,200,0,400,1601200,480601,200,5760000,1120000,480400,160000,320400,160000,0,0,0,160400,9.451211112,7.64385619,8.64385619,20.61072209,18.87448012,7.64385619,22.45763738,20.0950673,18.87387663,17.28771238,18.28951462,17.28771238,0,0,0,17.29131462,0.2923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_500_900_200,1,0,0,0,Clang,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,0,0,1,0,0,0,500,200,0,400,1801200,540601,200,5040000,800000,540400,180000,360400,180000,0,0,0,180400,8.965784285,7.64385619,8.64385619,20.78052695,19.04420465,7.64385619,22.2649923,19.60964047,19.04366815,17.45763738,18.45923949,17.45763738,0,0,0,17.46083981,0.3069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_300_600_400,1,0,0,0,Clang,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,0,0,1,0,0,0,300,400,0,800,2402400,721201,400,3360000,960000,720800,240000,480800,240000,0,0,0,240800,8.22881869,8.64385619,9.64385619,21.19604495,19.46004187,8.64385619,21.6800298,19.87267488,19.45923949,17.87267488,18.87507737,17.87267488,0,0,0,17.87747587,0.3571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distribute_parallel_for_500_600_400,1,0,0,0,Clang,Summit,4,16,2,3800,32,512,10240,NVIDIA Tesla V100-SXM2-16GB,300,512,877,900,16160,1312,5120,7,32,64,2048,32,65536,65536,255,1024,64,1024,96,0,0,1,0,0,0,500,400,0,800,2402400,721201,400,4320000,1600000,720800,240000,480800,240000,0,0,0,240800,8.965784285,8.64385619,9.64385619,21.19604495,19.46004187,8.64385619,22.04259988,20.60964047,19.45923949,17.87267488,18.87507737,17.87267488,0,0,0,17.87747587,0.3826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
