Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,1000,1,1,48,48,8,3,3,1310458,1.3105
GPU0,static,1,884736,27648,1000,1,1,48,48,8,3,3,836389193,836.3892
GPU1,static,1,884736,27648,1000,1,1,48,48,8,3,3,1686401946,1686.4019
GPU0,dynamic,1,884736,27648,1000,1,1,48,48,8,3,3,832742087,832.7421
GPU1,dynamic,1,884736,27648,1000,1,1,48,48,8,3,3,849921029,849.9210
GPU0,guided,1,884736,27648,1000,1,1,48,48,8,3,3,836381050,836.3810
GPU1,guided,1,884736,27648,1000,1,1,48,48,8,3,3,849921987,849.9220
GPU0,static,2,884736,27648,1000,1,1,48,48,8,3,3,836401750,836.4017
GPU1,static,2,884736,27648,1000,1,1,48,48,8,3,3,849952042,849.9520
GPU0,dynamic,2,884736,27648,1000,1,1,48,48,8,3,3,836350713,836.3507
GPU1,dynamic,2,884736,27648,1000,1,1,48,48,8,3,3,849920900,849.9209
GPU0,guided,2,884736,27648,1000,1,1,48,48,8,3,3,836342560,836.3426
GPU1,guided,2,884736,27648,1000,1,1,48,48,8,3,3,849921444,849.9214
GPU0,static,3,884736,27648,1000,1,1,48,48,8,3,3,17917044,17.9170
GPU1,static,3,884736,27648,1000,1,1,48,48,8,3,3,18179243,18.1792
GPU0,dynamic,3,884736,27648,1000,1,1,48,48,8,3,3,17956415,17.9564
GPU1,dynamic,3,884736,27648,1000,1,1,48,48,8,3,3,18240178,18.2402
GPU0,guided,3,884736,27648,1000,1,1,48,48,8,3,3,17954948,17.9549
GPU1,guided,3,884736,27648,1000,1,1,48,48,8,3,3,18178953,18.1790
GPU0,static,4,884736,27648,1000,1,1,48,48,8,3,3,392257,0.3923
GPU1,static,4,884736,27648,1000,1,1,48,48,8,3,3,396786,0.3968
GPU0,dynamic,4,884736,27648,1000,1,1,48,48,8,3,3,393575,0.3936
GPU1,dynamic,4,884736,27648,1000,1,1,48,48,8,3,3,397351,0.3974
GPU0,guided,4,884736,27648,1000,1,1,48,48,8,3,3,393619,0.3936
GPU1,guided,4,884736,27648,1000,1,1,48,48,8,3,3,397815,0.3978
