Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,10,1,1,16,96,2,3,3,14217,0.0142
GPU0,static,1,147456,18432,10,1,1,16,96,2,3,3,1477122,1.4771
GPU1,static,1,147456,18432,10,1,1,16,96,2,3,3,3017566,3.0176
GPU0,dynamic,1,147456,18432,10,1,1,16,96,2,3,3,1476487,1.4765
GPU1,dynamic,1,147456,18432,10,1,1,16,96,2,3,3,1500558,1.5006
GPU0,guided,1,147456,18432,10,1,1,16,96,2,3,3,1474899,1.4749
GPU1,guided,1,147456,18432,10,1,1,16,96,2,3,3,1498971,1.4990
GPU0,static,2,147456,18432,10,1,1,16,96,2,3,3,1475025,1.4750
GPU1,static,2,147456,18432,10,1,1,16,96,2,3,3,1499269,1.4993
GPU0,dynamic,2,147456,18432,10,1,1,16,96,2,3,3,1474790,1.4748
GPU1,dynamic,2,147456,18432,10,1,1,16,96,2,3,3,1498786,1.4988
GPU0,guided,2,147456,18432,10,1,1,16,96,2,3,3,1475156,1.4752
GPU1,guided,2,147456,18432,10,1,1,16,96,2,3,3,1498900,1.4989
GPU0,static,3,147456,18432,10,1,1,16,96,2,3,3,93417,0.0934
GPU1,static,3,147456,18432,10,1,1,16,96,2,3,3,94932,0.0949
GPU0,dynamic,3,147456,18432,10,1,1,16,96,2,3,3,93139,0.0931
GPU1,dynamic,3,147456,18432,10,1,1,16,96,2,3,3,94601,0.0946
GPU0,guided,3,147456,18432,10,1,1,16,96,2,3,3,93199,0.0932
GPU1,guided,3,147456,18432,10,1,1,16,96,2,3,3,94545,0.0945
GPU0,static,4,147456,18432,10,1,1,16,96,2,3,3,1528,0.0015
GPU1,static,4,147456,18432,10,1,1,16,96,2,3,3,1605,0.0016
GPU0,dynamic,4,147456,18432,10,1,1,16,96,2,3,3,1520,0.0015
GPU1,dynamic,4,147456,18432,10,1,1,16,96,2,3,3,1617,0.0016
GPU0,guided,4,147456,18432,10,1,1,16,96,2,3,3,1554,0.0016
GPU1,guided,4,147456,18432,10,1,1,16,96,2,3,3,1633,0.0016
