Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,10,1,1,64,64,8,3,3,40418,0.0404
GPU0,static,1,1572864,49152,10,1,1,64,64,8,3,3,14878273,14.8783
GPU1,static,1,1572864,49152,10,1,1,64,64,8,3,3,30042172,30.0422
GPU0,dynamic,1,1572864,49152,10,1,1,64,64,8,3,3,14920516,14.9205
GPU1,dynamic,1,1572864,49152,10,1,1,64,64,8,3,3,15118420,15.1184
GPU0,guided,1,1572864,49152,10,1,1,64,64,8,3,3,14877517,14.8775
GPU1,guided,1,1572864,49152,10,1,1,64,64,8,3,3,15118426,15.1184
GPU0,static,2,1572864,49152,10,1,1,64,64,8,3,3,14877435,14.8774
GPU1,static,2,1572864,49152,10,1,1,64,64,8,3,3,15119014,15.1190
GPU0,dynamic,2,1572864,49152,10,1,1,64,64,8,3,3,14876125,14.8761
GPU1,dynamic,2,1572864,49152,10,1,1,64,64,8,3,3,15117923,15.1179
GPU0,guided,2,1572864,49152,10,1,1,64,64,8,3,3,14876298,14.8763
GPU1,guided,2,1572864,49152,10,1,1,64,64,8,3,3,15118154,15.1182
GPU0,static,3,1572864,49152,10,1,1,64,64,8,3,3,240190,0.2402
GPU1,static,3,1572864,49152,10,1,1,64,64,8,3,3,243723,0.2437
GPU0,dynamic,3,1572864,49152,10,1,1,64,64,8,3,3,239420,0.2394
GPU1,dynamic,3,1572864,49152,10,1,1,64,64,8,3,3,244762,0.2448
GPU0,guided,3,1572864,49152,10,1,1,64,64,8,3,3,240203,0.2402
GPU1,guided,3,1572864,49152,10,1,1,64,64,8,3,3,244106,0.2441
GPU0,static,4,1572864,49152,10,1,1,64,64,8,3,3,4793,0.0048
GPU1,static,4,1572864,49152,10,1,1,64,64,8,3,3,4875,0.0049
GPU0,dynamic,4,1572864,49152,10,1,1,64,64,8,3,3,4769,0.0048
GPU1,dynamic,4,1572864,49152,10,1,1,64,64,8,3,3,4849,0.0048
GPU0,guided,4,1572864,49152,10,1,1,64,64,8,3,3,4749,0.0047
GPU1,guided,4,1572864,49152,10,1,1,64,64,8,3,3,4826,0.0048
