Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,10,1,1,32,64,2,3,3,10508,0.0105
GPU0,static,1,196608,24576,10,1,1,32,64,2,3,3,1967869,1.9679
GPU1,static,1,196608,24576,10,1,1,32,64,2,3,3,4000122,4.0001
GPU0,dynamic,1,196608,24576,10,1,1,32,64,2,3,3,1987647,1.9876
GPU1,dynamic,1,196608,24576,10,1,1,32,64,2,3,3,1998316,1.9983
GPU0,guided,1,196608,24576,10,1,1,32,64,2,3,3,1966281,1.9663
GPU1,guided,1,196608,24576,10,1,1,32,64,2,3,3,1998684,1.9987
GPU0,static,2,196608,24576,10,1,1,32,64,2,3,3,1966550,1.9666
GPU1,static,2,196608,24576,10,1,1,32,64,2,3,3,1998897,1.9989
GPU0,dynamic,2,196608,24576,10,1,1,32,64,2,3,3,1966205,1.9662
GPU1,dynamic,2,196608,24576,10,1,1,32,64,2,3,3,1998274,1.9983
GPU0,guided,2,196608,24576,10,1,1,32,64,2,3,3,1966305,1.9663
GPU1,guided,2,196608,24576,10,1,1,32,64,2,3,3,1998249,1.9982
GPU0,static,3,196608,24576,10,1,1,32,64,2,3,3,62625,0.0626
GPU1,static,3,196608,24576,10,1,1,32,64,2,3,3,63682,0.0637
GPU0,dynamic,3,196608,24576,10,1,1,32,64,2,3,3,62551,0.0626
GPU1,dynamic,3,196608,24576,10,1,1,32,64,2,3,3,63560,0.0636
GPU0,guided,3,196608,24576,10,1,1,32,64,2,3,3,62468,0.0625
GPU1,guided,3,196608,24576,10,1,1,32,64,2,3,3,63544,0.0635
GPU0,static,4,196608,24576,10,1,1,32,64,2,3,3,1517,0.0015
GPU1,static,4,196608,24576,10,1,1,32,64,2,3,3,1616,0.0016
GPU0,dynamic,4,196608,24576,10,1,1,32,64,2,3,3,1564,0.0016
GPU1,dynamic,4,196608,24576,10,1,1,32,64,2,3,3,1669,0.0017
GPU0,guided,4,196608,24576,10,1,1,32,64,2,3,3,1575,0.0016
GPU1,guided,4,196608,24576,10,1,1,32,64,2,3,3,1651,0.0017
