Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,10,1,1,80,96,4,3,3,62507,0.0625
GPU0,static,1,1474560,92160,10,1,1,80,96,4,3,3,16909661,16.9097
GPU1,static,1,1474560,92160,10,1,1,80,96,4,3,3,34245274,34.2453
GPU0,dynamic,1,1474560,92160,10,1,1,80,96,4,3,3,16900484,16.9005
GPU1,dynamic,1,1474560,92160,10,1,1,80,96,4,3,3,17164305,17.1643
GPU0,guided,1,1474560,92160,10,1,1,80,96,4,3,3,16906074,16.9061
GPU1,guided,1,1474560,92160,10,1,1,80,96,4,3,3,17213061,17.2131
GPU0,static,2,1474560,92160,10,1,1,80,96,4,3,3,16902145,16.9021
GPU1,static,2,1474560,92160,10,1,1,80,96,4,3,3,17182995,17.1830
GPU0,dynamic,2,1474560,92160,10,1,1,80,96,4,3,3,16932434,16.9324
GPU1,dynamic,2,1474560,92160,10,1,1,80,96,4,3,3,17250330,17.2503
GPU0,guided,2,1474560,92160,10,1,1,80,96,4,3,3,16930046,16.9300
GPU1,guided,2,1474560,92160,10,1,1,80,96,4,3,3,17209353,17.2094
GPU0,static,3,1474560,92160,10,1,1,80,96,4,3,3,240002,0.2400
GPU1,static,3,1474560,92160,10,1,1,80,96,4,3,3,243336,0.2433
GPU0,dynamic,3,1474560,92160,10,1,1,80,96,4,3,3,205903,0.2059
GPU1,dynamic,3,1474560,92160,10,1,1,80,96,4,3,3,210429,0.2104
GPU0,guided,3,1474560,92160,10,1,1,80,96,4,3,3,224211,0.2242
GPU1,guided,3,1474560,92160,10,1,1,80,96,4,3,3,228206,0.2282
GPU1,static,4,1474560,92160,10,1,1,80,96,4,3,3,3904,0.0039
GPU0,static,4,1474560,92160,10,1,1,80,96,4,3,3,4013,0.0040
GPU0,dynamic,4,1474560,92160,10,1,1,80,96,4,3,3,4179,0.0042
GPU1,dynamic,4,1474560,92160,10,1,1,80,96,4,3,3,4260,0.0043
GPU0,guided,4,1474560,92160,10,1,1,80,96,4,3,3,4623,0.0046
GPU1,guided,4,1474560,92160,10,1,1,80,96,4,3,3,4731,0.0047
