Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,10,1,1,48,32,2,3,3,13011,0.0130
GPU0,static,1,147456,18432,10,1,1,48,32,2,3,3,1477237,1.4772
GPU1,static,1,147456,18432,10,1,1,48,32,2,3,3,3036751,3.0368
GPU0,dynamic,1,147456,18432,10,1,1,48,32,2,3,3,1475366,1.4754
GPU1,dynamic,1,147456,18432,10,1,1,48,32,2,3,3,1498913,1.4989
GPU0,guided,1,147456,18432,10,1,1,48,32,2,3,3,1475328,1.4753
GPU1,guided,1,147456,18432,10,1,1,48,32,2,3,3,1498933,1.4989
GPU0,static,2,147456,18432,10,1,1,48,32,2,3,3,1475899,1.4759
GPU1,static,2,147456,18432,10,1,1,48,32,2,3,3,1499104,1.4991
GPU0,dynamic,2,147456,18432,10,1,1,48,32,2,3,3,1474933,1.4749
GPU1,dynamic,2,147456,18432,10,1,1,48,32,2,3,3,1498901,1.4989
GPU0,guided,2,147456,18432,10,1,1,48,32,2,3,3,1474883,1.4749
GPU1,guided,2,147456,18432,10,1,1,48,32,2,3,3,1498900,1.4989
GPU0,static,3,147456,18432,10,1,1,48,32,2,3,3,31755,0.0318
GPU1,static,3,147456,18432,10,1,1,48,32,2,3,3,32554,0.0326
GPU0,dynamic,3,147456,18432,10,1,1,48,32,2,3,3,31800,0.0318
GPU1,dynamic,3,147456,18432,10,1,1,48,32,2,3,3,32277,0.0323
GPU0,guided,3,147456,18432,10,1,1,48,32,2,3,3,31801,0.0318
GPU1,guided,3,147456,18432,10,1,1,48,32,2,3,3,32270,0.0323
GPU0,static,4,147456,18432,10,1,1,48,32,2,3,3,1500,0.0015
GPU1,static,4,147456,18432,10,1,1,48,32,2,3,3,1605,0.0016
GPU0,dynamic,4,147456,18432,10,1,1,48,32,2,3,3,1568,0.0016
GPU1,dynamic,4,147456,18432,10,1,1,48,32,2,3,3,1671,0.0017
GPU0,guided,4,147456,18432,10,1,1,48,32,2,3,3,1550,0.0015
GPU1,guided,4,147456,18432,10,1,1,48,32,2,3,3,1659,0.0017
