Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,1000,1,1,1,1,8,3,3,13132,0.0131
GPU0,static,1,384,12,1000,1,1,1,1,8,3,3,355129,0.3551
GPU1,static,1,384,12,1000,1,1,1,1,8,3,3,766216,0.7662
GPU0,dynamic,1,384,12,1000,1,1,1,1,8,3,3,354715,0.3547
GPU1,dynamic,1,384,12,1000,1,1,1,1,8,3,3,357692,0.3577
GPU0,guided,1,384,12,1000,1,1,1,1,8,3,3,354739,0.3547
GPU1,guided,1,384,12,1000,1,1,1,1,8,3,3,358007,0.3580
GPU0,static,2,384,12,1000,1,1,1,1,8,3,3,354665,0.3547
GPU1,static,2,384,12,1000,1,1,1,1,8,3,3,357443,0.3574
GPU0,dynamic,2,384,12,1000,1,1,1,1,8,3,3,354718,0.3547
GPU1,dynamic,2,384,12,1000,1,1,1,1,8,3,3,357637,0.3576
GPU0,guided,2,384,12,1000,1,1,1,1,8,3,3,354673,0.3547
GPU1,guided,2,384,12,1000,1,1,1,1,8,3,3,357567,0.3576
GPU0,static,3,384,12,1000,1,1,1,1,8,3,3,354650,0.3547
GPU1,static,3,384,12,1000,1,1,1,1,8,3,3,357520,0.3575
GPU0,dynamic,3,384,12,1000,1,1,1,1,8,3,3,354648,0.3546
GPU1,dynamic,3,384,12,1000,1,1,1,1,8,3,3,357446,0.3574
GPU0,guided,3,384,12,1000,1,1,1,1,8,3,3,354650,0.3547
GPU1,guided,3,384,12,1000,1,1,1,1,8,3,3,357509,0.3575
GPU0,static,4,384,12,1000,1,1,1,1,8,3,3,354767,0.3548
GPU1,static,4,384,12,1000,1,1,1,1,8,3,3,357443,0.3574
GPU0,dynamic,4,384,12,1000,1,1,1,1,8,3,3,354678,0.3547
GPU1,dynamic,4,384,12,1000,1,1,1,1,8,3,3,357514,0.3575
GPU0,guided,4,384,12,1000,1,1,1,1,8,3,3,354692,0.3547
GPU1,guided,4,384,12,1000,1,1,1,1,8,3,3,357535,0.3575
