Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,1000,1,1,16,32,2,3,3,117975,0.1180
GPU0,static,1,49152,6144,1000,1,1,16,32,2,3,3,49109179,49.1092
GPU1,static,1,49152,6144,1000,1,1,16,32,2,3,3,99050762,99.0508
GPU0,dynamic,1,49152,6144,1000,1,1,16,32,2,3,3,48755264,48.7553
GPU1,dynamic,1,49152,6144,1000,1,1,16,32,2,3,3,49899350,49.8993
GPU0,guided,1,49152,6144,1000,1,1,16,32,2,3,3,49052713,49.0527
GPU1,guided,1,49152,6144,1000,1,1,16,32,2,3,3,49899606,49.8996
GPU0,static,2,49152,6144,1000,1,1,16,32,2,3,3,49107866,49.1079
GPU1,static,2,49152,6144,1000,1,1,16,32,2,3,3,49906622,49.9066
GPU0,dynamic,2,49152,6144,1000,1,1,16,32,2,3,3,49101089,49.1011
GPU1,dynamic,2,49152,6144,1000,1,1,16,32,2,3,3,49899460,49.8995
GPU0,guided,2,49152,6144,1000,1,1,16,32,2,3,3,49100881,49.1009
GPU1,guided,2,49152,6144,1000,1,1,16,32,2,3,3,49899242,49.8992
GPU0,static,3,49152,6144,1000,1,1,16,32,2,3,3,3080664,3.0807
GPU1,static,3,49152,6144,1000,1,1,16,32,2,3,3,3131031,3.1310
GPU0,dynamic,3,49152,6144,1000,1,1,16,32,2,3,3,3080334,3.0803
GPU1,dynamic,3,49152,6144,1000,1,1,16,32,2,3,3,3130755,3.1308
GPU0,guided,3,49152,6144,1000,1,1,16,32,2,3,3,3080265,3.0803
GPU1,guided,3,49152,6144,1000,1,1,16,32,2,3,3,3130292,3.1303
GPU0,static,4,49152,6144,1000,1,1,16,32,2,3,3,99748,0.0997
GPU1,static,4,49152,6144,1000,1,1,16,32,2,3,3,101087,0.1011
GPU0,dynamic,4,49152,6144,1000,1,1,16,32,2,3,3,99740,0.0997
GPU1,dynamic,4,49152,6144,1000,1,1,16,32,2,3,3,101362,0.1014
GPU0,guided,4,49152,6144,1000,1,1,16,32,2,3,3,99739,0.0997
GPU1,guided,4,49152,6144,1000,1,1,16,32,2,3,3,101291,0.1013
