Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,100,1,1,32,80,4,3,3,130518,0.1305
GPU0,static,1,491520,30720,100,1,1,32,80,4,3,3,47349783,47.3498
GPU1,static,1,491520,30720,100,1,1,32,80,4,3,3,95520959,95.5210
GPU0,dynamic,1,491520,30720,100,1,1,32,80,4,3,3,47072342,47.0723
GPU1,dynamic,1,491520,30720,100,1,1,32,80,4,3,3,48115100,48.1151
GPU0,guided,1,491520,30720,100,1,1,32,80,4,3,3,47346812,47.3468
GPU1,guided,1,491520,30720,100,1,1,32,80,4,3,3,48115677,48.1157
GPU0,static,2,491520,30720,100,1,1,32,80,4,3,3,47349012,47.3490
GPU1,static,2,491520,30720,100,1,1,32,80,4,3,3,48118383,48.1184
GPU0,dynamic,2,491520,30720,100,1,1,32,80,4,3,3,47345316,47.3453
GPU1,dynamic,2,491520,30720,100,1,1,32,80,4,3,3,48114778,48.1148
GPU0,guided,2,491520,30720,100,1,1,32,80,4,3,3,47345317,47.3453
GPU1,guided,2,491520,30720,100,1,1,32,80,4,3,3,48114789,48.1148
GPU0,static,3,491520,30720,100,1,1,32,80,4,3,3,1505219,1.5052
GPU1,static,3,491520,30720,100,1,1,32,80,4,3,3,1529417,1.5294
GPU0,dynamic,3,491520,30720,100,1,1,32,80,4,3,3,1505150,1.5051
GPU1,dynamic,3,491520,30720,100,1,1,32,80,4,3,3,1530397,1.5304
GPU0,guided,3,491520,30720,100,1,1,32,80,4,3,3,1505420,1.5054
GPU1,guided,3,491520,30720,100,1,1,32,80,4,3,3,1533543,1.5335
GPU1,static,4,491520,30720,100,1,1,32,80,4,3,3,20803,0.0208
GPU0,static,4,491520,30720,100,1,1,32,80,4,3,3,20961,0.0210
GPU1,dynamic,4,491520,30720,100,1,1,32,80,4,3,3,20719,0.0207
GPU0,dynamic,4,491520,30720,100,1,1,32,80,4,3,3,20831,0.0208
GPU1,guided,4,491520,30720,100,1,1,32,80,4,3,3,20687,0.0207
GPU0,guided,4,491520,30720,100,1,1,32,80,4,3,3,21120,0.0211
