Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,100,1,1,16,80,4,3,3,71044,0.0710
GPU0,static,1,245760,15360,100,1,1,16,80,4,3,3,23676055,23.6761
GPU1,static,1,245760,15360,100,1,1,16,80,4,3,3,47791178,47.7912
GPU0,dynamic,1,245760,15360,100,1,1,16,80,4,3,3,23712743,23.7127
GPU1,dynamic,1,245760,15360,100,1,1,16,80,4,3,3,24058312,24.0583
GPU0,guided,1,245760,15360,100,1,1,16,80,4,3,3,23673757,23.6738
GPU1,guided,1,245760,15360,100,1,1,16,80,4,3,3,24058641,24.0586
GPU0,static,2,245760,15360,100,1,1,16,80,4,3,3,23675535,23.6755
GPU1,static,2,245760,15360,100,1,1,16,80,4,3,3,24061246,24.0612
GPU0,dynamic,2,245760,15360,100,1,1,16,80,4,3,3,23673603,23.6736
GPU1,dynamic,2,245760,15360,100,1,1,16,80,4,3,3,24058360,24.0584
GPU0,guided,2,245760,15360,100,1,1,16,80,4,3,3,23673318,23.6733
GPU1,guided,2,245760,15360,100,1,1,16,80,4,3,3,24058373,24.0584
GPU0,static,3,245760,15360,100,1,1,16,80,4,3,3,1486535,1.4865
GPU1,static,3,245760,15360,100,1,1,16,80,4,3,3,1510674,1.5107
GPU0,dynamic,3,245760,15360,100,1,1,16,80,4,3,3,1485840,1.4858
GPU1,dynamic,3,245760,15360,100,1,1,16,80,4,3,3,1510136,1.5101
GPU0,guided,3,245760,15360,100,1,1,16,80,4,3,3,1485814,1.4858
GPU1,guided,3,245760,15360,100,1,1,16,80,4,3,3,1510120,1.5101
GPU0,static,4,245760,15360,100,1,1,16,80,4,3,3,19922,0.0199
GPU1,static,4,245760,15360,100,1,1,16,80,4,3,3,20621,0.0206
GPU1,dynamic,4,245760,15360,100,1,1,16,80,4,3,3,20462,0.0205
GPU0,dynamic,4,245760,15360,100,1,1,16,80,4,3,3,20550,0.0205
GPU0,guided,4,245760,15360,100,1,1,16,80,4,3,3,19771,0.0198
GPU1,guided,4,245760,15360,100,1,1,16,80,4,3,3,20432,0.0204
