Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,768,256,8991505
GPU0,combined,11735818560,1207959552,8,16,768,256,1634478
GPU0,collapse,11735818560,1207959552,8,16,768,256,58521
GPU0,split,11735818560,1207959552,8,16,768,256,74527
GPU0,combined_swap,11735818560,1207959552,8,16,768,256,533933
GPU0,collapse_swap,11735818560,1207959552,8,16,768,256,266548
GPU0,split_swap,11735818560,1207959552,8,16,768,256,203725
