Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,256,384,4498515
GPU0,combined,5876875584,603979776,8,16,256,384,569752
GPU0,collapse,5876875584,603979776,8,16,256,384,29429
GPU0,split,5876875584,603979776,8,16,256,384,37070
GPU0,combined_swap,5876875584,603979776,8,16,256,384,797172
GPU0,collapse_swap,5876875584,603979776,8,16,256,384,49722
GPU0,split_swap,5876875584,603979776,8,16,256,384,52618
