Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,640,128,3667394
GPU0,combined,4913766720,503316480,8,16,640,128,1390160
GPU0,collapse,4913766720,503316480,8,16,640,128,24650
GPU0,split,4913766720,503316480,8,16,640,128,29991
GPU0,combined_swap,4913766720,503316480,8,16,640,128,267629
GPU0,collapse_swap,4913766720,503316480,8,16,640,128,40898
GPU0,split_swap,4913766720,503316480,8,16,640,128,37728
