Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,128,384,1974716
GPU0,combined,2951864640,301989888,8,16,128,384,377471
GPU0,collapse,2951864640,301989888,8,16,128,384,46579
GPU0,split,2951864640,301989888,8,16,128,384,35506
GPU0,combined_swap,2951864640,301989888,8,16,128,384,1089315
GPU0,collapse_swap,2951864640,301989888,8,16,128,384,46884
GPU0,split_swap,2951864640,301989888,8,16,128,384,31876
