Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,896,16,557858
GPU0,combined,914179392,88080384,8,16,896,16,1228696
GPU0,collapse,914179392,88080384,8,16,896,16,7502
GPU0,split,914179392,88080384,8,16,896,16,39811
GPU0,combined_swap,914179392,88080384,8,16,896,16,45988
GPU0,collapse_swap,914179392,88080384,8,16,896,16,7711
GPU0,split_swap,914179392,88080384,8,16,896,16,15652
