Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,256,384,5171125
GPU0,combined,5876875584,603979776,8,16,256,384,119687
GPU0,collapse,5876875584,603979776,8,16,256,384,77655
GPU0,split,5876875584,603979776,8,16,256,384,80724
GPU0,combined_swap,5876875584,603979776,8,16,256,384,155533
GPU0,collapse_swap,5876875584,603979776,8,16,256,384,76896
GPU0,split_swap,5876875584,603979776,8,16,256,384,95218
