Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,384,640,11079208
GPU0,combined,14651908416,1509949440,8,16,384,640,832097
GPU0,collapse,14651908416,1509949440,8,16,384,640,72338
GPU0,split,14651908416,1509949440,8,16,384,640,79439
GPU0,combined_swap,14651908416,1509949440,8,16,384,640,1333673
GPU0,collapse_swap,14651908416,1509949440,8,16,384,640,388976
GPU0,split_swap,14651908416,1509949440,8,16,384,640,125017
