Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,256,128,1745430
GPU0,combined,1970913600,201326592,8,16,256,128,120153
GPU0,collapse,1970913600,201326592,8,16,256,128,29589
GPU0,split,1970913600,201326592,8,16,256,128,35088
GPU0,combined_swap,1970913600,201326592,8,16,256,128,55187
GPU0,collapse_swap,1970913600,201326592,8,16,256,128,28739
GPU0,split_swap,1970913600,201326592,8,16,256,128,34035
