Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,16,256,177434
GPU0,combined,262055232,25165824,8,16,16,256,45927
GPU0,collapse,262055232,25165824,8,16,16,256,3117
GPU0,split,262055232,25165824,8,16,16,256,6230
GPU0,combined_swap,262055232,25165824,8,16,16,256,351687
GPU0,collapse_swap,262055232,25165824,8,16,16,256,3205
GPU0,split_swap,262055232,25165824,8,16,16,256,11066
