Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,16,256,155385
GPU0,combined,262055232,25165824,8,16,16,256,41742
GPU0,collapse,262055232,25165824,8,16,16,256,2651
GPU0,split,262055232,25165824,8,16,16,256,7256
GPU0,combined_swap,262055232,25165824,8,16,16,256,202944
GPU0,collapse_swap,262055232,25165824,8,16,16,256,2527
GPU0,split_swap,262055232,25165824,8,16,16,256,5486
