Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,128,1024,5209808
GPU0,combined,7856619840,805306368,8,16,128,1024,400144
GPU0,collapse,7856619840,805306368,8,16,128,1024,128094
GPU0,split,7856619840,805306368,8,16,128,1024,83110
GPU0,combined_swap,7856619840,805306368,8,16,128,1024,2909264
GPU0,collapse_swap,7856619840,805306368,8,16,128,1024,129436
GPU0,split_swap,7856619840,805306368,8,16,128,1024,87786
