Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,128,128,898389
GPU0,combined,989962560,100663296,8,16,128,128,62151
GPU0,collapse,989962560,100663296,8,16,128,128,15479
GPU0,split,989962560,100663296,8,16,128,128,18571
GPU0,combined_swap,989962560,100663296,8,16,128,128,57550
GPU0,collapse_swap,989962560,100663296,8,16,128,128,16039
GPU0,split_swap,989962560,100663296,8,16,128,128,17675
