Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,768,128,4309110
GPU0,combined,5894717760,603979776,8,16,768,128,2177076
GPU0,collapse,5894717760,603979776,8,16,768,128,94405
GPU0,split,5894717760,603979776,8,16,768,128,66418
GPU0,combined_swap,5894717760,603979776,8,16,768,128,366018
GPU0,collapse_swap,5894717760,603979776,8,16,768,128,96719
GPU0,split_swap,5894717760,603979776,8,16,768,128,61996
