Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,512,128,3491073
GPU0,combined,3932815680,402653184,8,16,512,128,215770
GPU0,collapse,3932815680,402653184,8,16,512,128,52185
GPU0,split,3932815680,402653184,8,16,512,128,62787
GPU0,combined_swap,3932815680,402653184,8,16,512,128,60069
GPU0,collapse_swap,3932815680,402653184,8,16,512,128,53587
GPU0,split_swap,3932815680,402653184,8,16,512,128,57208
