Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,512,256,5985305
GPU0,combined,7829856576,805306368,8,16,512,256,1116416
GPU0,collapse,7829856576,805306368,8,16,512,256,40748
GPU0,split,7829856576,805306368,8,16,512,256,51613
GPU0,combined_swap,7829856576,805306368,8,16,512,256,539494
GPU0,collapse_swap,7829856576,805306368,8,16,512,256,66944
GPU0,split_swap,7829856576,805306368,8,16,512,256,69305
