Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,384,640,13379827
GPU0,combined,14651908416,1509949440,8,16,384,640,185257
GPU0,collapse,14651908416,1509949440,8,16,384,640,185302
GPU0,split,14651908416,1509949440,8,16,384,640,197079
GPU0,combined_swap,14651908416,1509949440,8,16,384,640,289094
GPU0,collapse_swap,14651908416,1509949440,8,16,384,640,193186
GPU0,split_swap,14651908416,1509949440,8,16,384,640,198827
