Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,1152,16,706684
GPU0,combined,1175029056,113246208,8,16,1152,16,841346
GPU0,collapse,1175029056,113246208,8,16,1152,16,5592
GPU0,split,1175029056,113246208,8,16,1152,16,22518
GPU0,combined_swap,1175029056,113246208,8,16,1152,16,33715
GPU0,collapse_swap,1175029056,113246208,8,16,1152,16,7533
GPU0,split_swap,1175029056,113246208,8,16,1152,16,16276
