Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,640,16,401384
GPU0,combined,653329728,62914560,8,16,640,16,466405
GPU0,collapse,653329728,62914560,8,16,640,16,2895
GPU0,split,653329728,62914560,8,16,640,16,13398
GPU0,combined_swap,653329728,62914560,8,16,640,16,33624
GPU0,collapse_swap,653329728,62914560,8,16,640,16,3797
GPU0,split_swap,653329728,62914560,8,16,640,16,8824
