Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,1152,128,7900415
GPU0,combined,8837570880,905969664,8,16,1152,128,468733
GPU0,collapse,8837570880,905969664,8,16,1152,128,115898
GPU0,split,8837570880,905969664,8,16,1152,128,136302
GPU0,combined_swap,8837570880,905969664,8,16,1152,128,122547
GPU0,collapse_swap,8837570880,905969664,8,16,1152,128,112407
GPU0,split_swap,8837570880,905969664,8,16,1152,128,121369
