Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,640,16,402669
GPU0,combined,653329728,62914560,8,16,640,16,877070
GPU0,collapse,653329728,62914560,8,16,640,16,4627
GPU0,split,653329728,62914560,8,16,640,16,27936
GPU0,combined_swap,653329728,62914560,8,16,640,16,45811
GPU0,collapse_swap,653329728,62914560,8,16,640,16,4849
GPU0,split_swap,653329728,62914560,8,16,640,16,10770
