Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,128,640,4367897
GPU0,combined,4913766720,503316480,8,16,128,640,66175
GPU0,collapse,4913766720,503316480,8,16,128,640,62884
GPU0,split,4913766720,503316480,8,16,128,640,65791
GPU0,combined_swap,4913766720,503316480,8,16,128,640,248118
GPU0,collapse_swap,4913766720,503316480,8,16,128,640,63556
GPU0,split_swap,4913766720,503316480,8,16,128,640,78577
