Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,128,384,2611862
GPU0,combined,2951864640,301989888,8,16,128,384,69464
GPU0,collapse,2951864640,301989888,8,16,128,384,44194
GPU0,split,2951864640,301989888,8,16,128,384,43757
GPU0,combined_swap,2951864640,301989888,8,16,128,384,155307
GPU0,collapse_swap,2951864640,301989888,8,16,128,384,38944
GPU0,split_swap,2951864640,301989888,8,16,128,384,47735
