Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,16,512,342402
GPU0,combined,522904896,50331648,8,16,16,512,45938
GPU0,collapse,522904896,50331648,8,16,16,512,4073
GPU0,split,522904896,50331648,8,16,16,512,10996
GPU0,combined_swap,522904896,50331648,8,16,16,512,703684
GPU0,collapse_swap,522904896,50331648,8,16,16,512,4245
GPU0,split_swap,522904896,50331648,8,16,16,512,22433
