Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,256,256,2720824
GPU0,combined,3923894592,402653184,8,16,256,256,724201
GPU0,collapse,3923894592,402653184,8,16,256,256,63802
GPU0,split,3923894592,402653184,8,16,256,256,45182
GPU0,combined_swap,3923894592,402653184,8,16,256,256,725021
GPU0,collapse_swap,3923894592,402653184,8,16,256,256,75820
GPU0,split_swap,3923894592,402653184,8,16,256,256,44611
