Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,16,256,216017
GPU0,combined,262055232,25165824,8,16,16,256,12001
GPU0,collapse,262055232,25165824,8,16,16,256,5272
GPU0,split,262055232,25165824,8,16,16,256,6459
GPU0,combined_swap,262055232,25165824,8,16,16,256,109517
GPU0,collapse_swap,262055232,25165824,8,16,16,256,6685
GPU0,split_swap,262055232,25165824,8,16,16,256,16544
