Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,1152,16,990050
GPU0,combined,1175029056,113246208,8,16,1152,16,443430
GPU0,collapse,1175029056,113246208,8,16,1152,16,15660
GPU0,split,1175029056,113246208,8,16,1152,16,64363
GPU0,combined_swap,1175029056,113246208,8,16,1152,16,16414
GPU0,collapse_swap,1175029056,113246208,8,16,1152,16,15199
GPU0,split_swap,1175029056,113246208,8,16,1152,16,18947
