Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,256,256,3510330
GPU0,combined,3923894592,402653184,8,16,256,256,121678
GPU0,collapse,3923894592,402653184,8,16,256,256,56501
GPU0,split,3923894592,402653184,8,16,256,256,65701
GPU0,combined_swap,3923894592,402653184,8,16,256,256,105036
GPU0,collapse_swap,3923894592,402653184,8,16,256,256,53659
GPU0,split_swap,3923894592,402653184,8,16,256,256,63953
