Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,128,512,2676240
GPU0,combined,3932815680,402653184,8,16,128,512,367234
GPU0,collapse,3932815680,402653184,8,16,128,512,64012
GPU0,split,3932815680,402653184,8,16,128,512,47150
GPU0,combined_swap,3932815680,402653184,8,16,128,512,1452024
GPU0,collapse_swap,3932815680,402653184,8,16,128,512,74247
GPU0,split_swap,3932815680,402653184,8,16,128,512,44788
