Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,128,896,5231377
GPU0,combined,6875668800,704643072,8,16,128,896,301090
GPU0,collapse,6875668800,704643072,8,16,128,896,34878
GPU0,split,6875668800,704643072,8,16,128,896,41169
GPU0,combined_swap,6875668800,704643072,8,16,128,896,1859206
GPU0,collapse_swap,6875668800,704643072,8,16,128,896,53828
GPU0,split_swap,6875668800,704643072,8,16,128,896,56593
