Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,256,512,6000963
GPU0,combined,7829856576,805306368,8,16,256,512,561215
GPU0,collapse,7829856576,805306368,8,16,256,512,40621
GPU0,split,7829856576,805306368,8,16,256,512,50136
GPU0,combined_swap,7829856576,805306368,8,16,256,512,1062878
GPU0,collapse_swap,7829856576,805306368,8,16,256,512,66292
GPU0,split_swap,7829856576,805306368,8,16,256,512,70048
