Device,transform,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,,0,0,8,16,640,256,7387508
GPU0,combined,9782837568,1006632960,8,16,640,256,1401605
GPU0,collapse,9782837568,1006632960,8,16,640,256,48541
GPU0,split,9782837568,1006632960,8,16,640,256,61597
GPU0,combined_swap,9782837568,1006632960,8,16,640,256,539662
GPU0,collapse_swap,9782837568,1006632960,8,16,640,256,120265
GPU0,split_swap,9782837568,1006632960,8,16,640,256,90789
