add_split_swap,10000,1,150000,10001,0,0,0,20000,0,0,0,0,0,10000,0,0,10000,0,59727
mult_split_swap,10000,1,150000,10001,0,0,0,10000,0,10000,0,0,0,10000,0,0,10000,0,59274
div_split_swap,10000,1,150000,10001,0,0,0,10000,0,0,0,10000,0,10000,0,0,10000,0,62264
add_split_swap,10000,1,150000,10001,0,0,0,20000,0,0,0,0,0,10000,0,0,10000,0,88241
mult_split_swap,10000,1,150000,10001,0,0,0,10000,0,10000,0,0,0,10000,0,0,10000,0,88153
div_split_swap,10000,1,150000,10001,0,0,0,10000,0,0,0,10000,0,10000,0,0,10000,0,94268
add_split_swap,10000,1,150000,10001,0,800000000,400000000,20000,0,0,0,0,0,10000,0,0,10000,0,199260
mult_split_swap,10000,1,150000,10001,0,800000000,400000000,10000,0,10000,0,0,0,10000,0,0,10000,0,181539
div_split_swap,10000,1,150000,10001,0,800000000,400000000,10000,0,0,0,10000,0,10000,0,0,10000,0,185863
add_split_swap,10000,1,150000,10001,0,800000000,400000000,20000,0,0,0,0,0,10000,0,0,10000,0,198134
mult_split_swap,10000,1,150000,10001,0,800000000,400000000,10000,0,10000,0,0,0,10000,0,0,10000,0,196187
div_split_swap,10000,1,150000,10001,0,800000000,400000000,10000,0,0,0,10000,0,10000,0,0,10000,0,201119
add_split_swap,10000,1,150000,10001,0,800000000,400000000,20000,0,0,0,0,0,10000,0,0,10000,0,203711
mult_split_swap,10000,1,150000,10001,0,800000000,400000000,10000,0,10000,0,0,0,10000,0,0,10000,0,198147
div_split_swap,10000,1,150000,10001,0,800000000,400000000,10000,0,0,0,10000,0,10000,0,0,10000,0,191324
add_split_swap,10000,1,150000,10001,0,0,0,20000,0,0,0,0,0,10000,0,0,10000,0,79335
mult_split_swap,10000,1,150000,10001,0,0,0,10000,0,10000,0,0,0,10000,0,0,10000,0,79251
div_split_swap,10000,1,150000,10001,0,0,0,10000,0,0,0,10000,0,10000,0,0,10000,0,79522
add_split_swap,12500,1,150000,10001,0,0,0,20000,0,0,0,0,0,10000,0,0,10000,0,74261
mult_split_swap,12500,1,150000,10001,0,0,0,10000,0,10000,0,0,0,10000,0,0,10000,0,75127
div_split_swap,12500,1,150000,10001,0,0,0,10000,0,0,0,10000,0,10000,0,0,10000,0,77564
add_split_swap,12500,1,150000,10001,0,0,0,20000,0,0,0,0,0,10000,0,0,10000,0,109260
mult_split_swap,12500,1,150000,10001,0,0,0,10000,0,10000,0,0,0,10000,0,0,10000,0,108850
div_split_swap,12500,1,150000,10001,0,0,0,10000,0,0,0,10000,0,10000,0,0,10000,0,111911
add_split_swap,12500,1,150000,10001,0,1000000000,500000000,20000,0,0,0,0,0,10000,0,0,10000,0,230631
mult_split_swap,12500,1,150000,10001,0,1000000000,500000000,10000,0,10000,0,0,0,10000,0,0,10000,0,205142
div_split_swap,12500,1,150000,10001,0,1000000000,500000000,10000,0,0,0,10000,0,10000,0,0,10000,0,209674
add_split_swap,12500,1,150000,10001,0,1000000000,500000000,20000,0,0,0,0,0,10000,0,0,10000,0,262113
mult_split_swap,12500,1,150000,10001,0,1000000000,500000000,10000,0,10000,0,0,0,10000,0,0,10000,0,246232
div_split_swap,12500,1,150000,10001,0,1000000000,500000000,10000,0,0,0,10000,0,10000,0,0,10000,0,245226
add_split_swap,12500,1,150000,10001,0,1000000000,500000000,20000,0,0,0,0,0,10000,0,0,10000,0,256097
mult_split_swap,12500,1,150000,10001,0,1000000000,500000000,10000,0,10000,0,0,0,10000,0,0,10000,0,236599
div_split_swap,12500,1,150000,10001,0,1000000000,500000000,10000,0,0,0,10000,0,10000,0,0,10000,0,237874
