add_collapse_swap,100000000,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9371
mult_collapse_swap,100000000,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9343
div_collapse_swap,100000000,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15053
add_collapse_swap,100000000,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,88192
mult_collapse_swap,100000000,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,88188
div_collapse_swap,100000000,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,90036
add_collapse_swap,100000000,0,9,0,0,800000000,400000000,1,0,0,0,0,0,0,0,0,1,0,149853
mult_collapse_swap,100000000,0,9,0,0,800000000,400000000,0,0,1,0,0,0,0,0,0,1,0,130605
div_collapse_swap,100000000,0,9,0,0,800000000,400000000,0,0,0,0,1,0,0,0,0,1,0,137079
add_collapse_swap,100000000,0,9,0,0,800000000,400000000,1,0,0,0,0,0,0,0,0,1,0,197417
mult_collapse_swap,100000000,0,9,0,0,800000000,400000000,0,0,1,0,0,0,0,0,0,1,0,225497
div_collapse_swap,100000000,0,9,0,0,800000000,400000000,0,0,0,0,1,0,0,0,0,1,0,197630
add_collapse_swap,100000000,0,9,0,0,800000000,400000000,1,0,0,0,0,0,0,0,0,1,0,196684
mult_collapse_swap,100000000,0,9,0,0,800000000,400000000,0,0,1,0,0,0,0,0,0,1,0,185122
div_collapse_swap,100000000,0,9,0,0,800000000,400000000,0,0,0,0,1,0,0,0,0,1,0,184570
add_collapse_swap,100000000,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,72186
mult_collapse_swap,100000000,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,72323
div_collapse_swap,100000000,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,74209
add_collapse_swap,125000000,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12288
mult_collapse_swap,125000000,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12294
div_collapse_swap,125000000,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19458
add_collapse_swap,125000000,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,108917
mult_collapse_swap,125000000,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,108891
div_collapse_swap,125000000,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,111207
add_collapse_swap,125000000,0,9,0,0,1000000000,500000000,1,0,0,0,0,0,0,0,0,1,0,170199
mult_collapse_swap,125000000,0,9,0,0,1000000000,500000000,0,0,1,0,0,0,0,0,0,1,0,148532
div_collapse_swap,125000000,0,9,0,0,1000000000,500000000,0,0,0,0,1,0,0,0,0,1,0,153839
add_collapse_swap,125000000,0,9,0,0,1000000000,500000000,1,0,0,0,0,0,0,0,0,1,0,330997
mult_collapse_swap,125000000,0,9,0,0,1000000000,500000000,0,0,1,0,0,0,0,0,0,1,0,242169
div_collapse_swap,125000000,0,9,0,0,1000000000,500000000,0,0,0,0,1,0,0,0,0,1,0,244260
add_collapse_swap,125000000,0,9,0,0,1000000000,500000000,1,0,0,0,0,0,0,0,0,1,0,248040
mult_collapse_swap,125000000,0,9,0,0,1000000000,500000000,0,0,1,0,0,0,0,0,0,1,0,232341
div_collapse_swap,125000000,0,9,0,0,1000000000,500000000,0,0,0,0,1,0,0,0,0,1,0,230999
add_collapse_swap,125000000,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,91291
mult_collapse_swap,125000000,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,91439
div_collapse_swap,125000000,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,94161
add_collapse_swap,150000000,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14045
mult_collapse_swap,150000000,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13998
div_collapse_swap,150000000,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,23202
add_collapse_swap,150000000,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,129285
mult_collapse_swap,150000000,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,129288
div_collapse_swap,150000000,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,131925
add_collapse_swap,150000000,0,9,0,0,1200000000,600000000,1,0,0,0,0,0,0,0,0,1,0,204409
mult_collapse_swap,150000000,0,9,0,0,1200000000,600000000,0,0,1,0,0,0,0,0,0,1,0,175787
div_collapse_swap,150000000,0,9,0,0,1200000000,600000000,0,0,0,0,1,0,0,0,0,1,0,182072
add_collapse_swap,150000000,0,9,0,0,1200000000,600000000,1,0,0,0,0,0,0,0,0,1,0,358361
mult_collapse_swap,150000000,0,9,0,0,1200000000,600000000,0,0,1,0,0,0,0,0,0,1,0,306053
div_collapse_swap,150000000,0,9,0,0,1200000000,600000000,0,0,0,0,1,0,0,0,0,1,0,304652
