kernel,Summit,Seawulf,Exxact,Intel,gcc-9.1.0,llvm-15.0.0,llvm-12.0.0,nvc-22.1,icpx-2022,NVIDIA-Tesla-V100,NVIDIA-Tesla-K80,NVIDIA-GeForce-RTX-2080,Intel-HD-P630,distributeCollapse1,distributeCollapse2,distributeCollapse3,parallelLoopID1,parallelLoopID2,parallelLoopID3,parallelLoopID4,forCollapse1,forCollapse2,forCollapse3,forCollapse4,Static,Dynamic,Guided,loop1,loop2,loop3,loop4,varDecl,refExpr,intLit,floatLit,memTo,memFrom,memAlloc,memDelete,addSubInt,addSubFloat,mulInt,mulFloat,divInt,divFloat,logicalInt,logicalFloat,remInt,assInt,assFloat,runtime
clang_64_64_96_96_2_100_k80_Variant_1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,64,64,96,96,75535618113,1804465873024,313390801025,0,0,0,0,0,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,8270743
clang_64_64_96_96_2_100_k80_Variant_2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,64,64,96,96,75535618113,1804465873024,313390801025,0,0,0,0,0,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,179560545
clang_64_64_96_96_2_100_k80_Variant_3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,64,64,96,96,75535618113,1804465873024,313390801025,0,0,0,0,0,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,178738787
clang_64_64_96_96_2_100_k80_Variant_4,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,64,64,96,96,75535618113,1804465873024,313390801025,0,0,0,0,0,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,61443409
clang_64_64_96_96_2_100_k80_Variant_5,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,64,64,96,96,75535618113,1804465873024,313390801025,0,0,0,0,0,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,400037732
clang_64_64_96_96_2_100_k80_Variant_6,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,64,64,96,96,75535618113,1804465873024,313390801025,0,0,0,0,0,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,392265746
clang_64_64_96_96_2_100_k80_Variant_7,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,64,64,96,96,75535618113,1804465873024,313390801025,0,0,0,0,0,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,173398707
clang_64_64_96_96_2_100_k80_Variant_8,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,64,64,96,96,75535618113,1804465873024,313390801025,0,0,0,0,0,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,652658411
clang_64_64_96_96_2_100_k80_Variant_9,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,64,64,96,96,75535618113,1804465873024,313390801025,0,0,0,0,0,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,652484083
clang_64_64_96_96_2_100_k80_Variant_10,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,64,64,96,96,75535618113,1804465873024,313390801025,0,0,0,0,0,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,759611737
clang_64_64_96_96_2_100_k80_Variant_11,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,64,64,96,96,75535618113,1804465873024,313390801025,0,0,0,0,0,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,16731548286
clang_64_64_96_96_2_100_k80_Variant_43,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,155047
clang_64_64_96_96_2_100_k80_Variant_44,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,2842751
clang_64_64_96_96_2_100_k80_Variant_45,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,2767376
clang_64_64_96_96_2_100_k80_Variant_46,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,581058
clang_64_64_96_96_2_100_k80_Variant_47,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,6114962
clang_64_64_96_96_2_100_k80_Variant_48,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,6117165
clang_64_64_96_96_2_100_k80_Variant_49,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,12806930
clang_64_64_96_96_2_100_k80_Variant_50,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,232433762
clang_64_64_96_96_2_100_k80_Variant_51,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,232627872
clang_64_64_96_96_2_100_k80_Variant_52,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,92054536
clang_64_64_96_96_2_100_k80_Variant_53,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,101816574
clang_64_64_96_96_2_100_k80_Variant_54,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,102088990
clang_64_64_96_96_2_100_k80_Variant_55,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,8640409
clang_64_64_96_96_2_100_k80_Variant_56,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,3144960
clang_64_64_96_96_2_100_k80_Variant_57,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,2971268
clang_64_64_96_96_2_100_k80_Variant_58,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,8177519
clang_64_64_96_96_2_100_k80_Variant_59,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,8343678
clang_64_64_96_96_2_100_k80_Variant_60,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,8353307
clang_64_64_96_96_2_100_k80_Variant_61,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,12254278
clang_64_64_96_96_2_100_k80_Variant_62,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,12240025
clang_64_64_96_96_2_100_k80_Variant_63,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,12236551
clang_64_64_96_96_2_100_k80_Variant_64,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,8162812
clang_64_64_96_96_2_100_k80_Variant_65,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,3043834
clang_64_64_96_96_2_100_k80_Variant_66,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,2964477
clang_64_64_96_96_2_100_k80_Variant_67,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,8153224
clang_64_64_96_96_2_100_k80_Variant_68,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,8217207
clang_64_64_96_96_2_100_k80_Variant_69,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,8349899
clang_64_64_96_96_2_100_k80_Variant_70,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,3074498
clang_64_64_96_96_2_100_k80_Variant_71,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,3165001
clang_64_64_96_96_2_100_k80_Variant_72,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,3079032
clang_64_64_96_96_2_100_k80_Variant_73,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,586073
clang_64_64_96_96_2_100_k80_Variant_74,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,155807
clang_64_64_96_96_2_100_k80_Variant_75,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,155491
clang_64_64_96_96_2_100_k80_Variant_76,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,599971
clang_64_64_96_96_2_100_k80_Variant_77,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,592046
clang_64_64_96_96_2_100_k80_Variant_78,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,601087
clang_64_64_96_96_2_100_k80_Variant_79,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,164666
clang_64_64_96_96_2_100_k80_Variant_80,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,164605
clang_64_64_96_96_2_100_k80_Variant_81,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,164607
clang_64_64_96_96_2_100_k80_Variant_82,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,152820
clang_64_64_96_96_2_100_k80_Variant_83,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,151250
clang_64_64_96_96_2_100_k80_Variant_84,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,64,64,96,96,75535618113,1804465873024,313390801025,0,3623878656,452984832,452984832,3623878656,135933595712,90596966400,0,90596966400,0,0,181232078912,0,22649241600,0,124570828800,151874
clang_64_64_96_96_2_10_k80_Variant_1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,832965
clang_64_64_96_96_2_10_k80_Variant_2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,18135519
clang_64_64_96_96_2_10_k80_Variant_3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,18082817
clang_64_64_96_96_2_10_k80_Variant_4,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,6190279
clang_64_64_96_96_2_10_k80_Variant_5,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,40188007
clang_64_64_96_96_2_10_k80_Variant_6,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,39638146
clang_64_64_96_96_2_10_k80_Variant_7,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,17294907
clang_64_64_96_96_2_10_k80_Variant_8,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,65523300
clang_64_64_96_96_2_10_k80_Variant_9,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,65489110
clang_64_64_96_96_2_10_k80_Variant_10,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,76241923
clang_64_64_96_96_2_10_k80_Variant_11,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,1689147979
clang_64_64_96_96_2_10_k80_Variant_12,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,1690247443
clang_64_64_96_96_2_10_k80_Variant_13,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,19851812
clang_64_64_96_96_2_10_k80_Variant_14,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,876093
clang_64_64_96_96_2_10_k80_Variant_15,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,874420
clang_64_64_96_96_2_10_k80_Variant_16,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,19094796
clang_64_64_96_96_2_10_k80_Variant_17,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,3545750
clang_64_64_96_96_2_10_k80_Variant_18,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,3544566
clang_64_64_96_96_2_10_k80_Variant_19,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,19266949
clang_64_64_96_96_2_10_k80_Variant_20,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,19267199
clang_64_64_96_96_2_10_k80_Variant_21,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,19278878
clang_64_64_96_96_2_10_k80_Variant_22,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,3160916
clang_64_64_96_96_2_10_k80_Variant_23,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,874018
clang_64_64_96_96_2_10_k80_Variant_24,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,872604
clang_64_64_96_96_2_10_k80_Variant_25,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,3235899
clang_64_64_96_96_2_10_k80_Variant_26,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,3229447
clang_64_64_96_96_2_10_k80_Variant_27,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,3296503
clang_64_64_96_96_2_10_k80_Variant_28,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,953166
clang_64_64_96_96_2_10_k80_Variant_29,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,970414
clang_64_64_96_96_2_10_k80_Variant_30,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,967003
clang_64_64_96_96_2_10_k80_Variant_31,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,4828594
clang_64_64_96_96_2_10_k80_Variant_32,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,64,64,96,96,7587893313,180515250304,31407743105,0,0,0,0,0,13627691072,9059696640,0,9059696640,0,0,18157539392,0,2264924160,0,12457082880,843006
