kernel,Summit,Seawulf,Exxact,Intel,gcc-9.1.0,llvm-15.0.0,llvm-12.0.0,nvc-22.1,icpx-2022,NVIDIA-Tesla-V100,NVIDIA-Tesla-K80,NVIDIA-GeForce-RTX-2080,Intel-HD-P630,distributeCollapse1,distributeCollapse2,distributeCollapse3,parallelLoopID1,parallelLoopID2,parallelLoopID3,parallelLoopID4,forCollapse1,forCollapse2,forCollapse3,forCollapse4,Static,Dynamic,Guided,loop1,loop2,loop3,loop4,varDecl,refExpr,intLit,floatLit,memTo,memFrom,memAlloc,memDelete,addSubInt,addSubFloat,mulInt,mulFloat,divInt,divFloat,logicalInt,logicalFloat,remInt,assInt,assFloat,runtime
clang_96_64_96_64_4_100_k80_Variant_51,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,291009499
clang_96_64_96_64_4_100_k80_Variant_52,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,120052681
clang_96_64_96_64_4_100_k80_Variant_53,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,138578874
clang_96_64_96_64_4_100_k80_Variant_54,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,139366727
clang_96_64_96_64_4_100_k80_Variant_55,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,11115186
clang_96_64_96_64_4_100_k80_Variant_56,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,6419591
clang_96_64_96_64_4_100_k80_Variant_57,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,6354507
clang_96_64_96_64_4_100_k80_Variant_58,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,10267181
clang_96_64_96_64_4_100_k80_Variant_59,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,10214894
clang_96_64_96_64_4_100_k80_Variant_60,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,10202544
clang_96_64_96_64_4_100_k80_Variant_61,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,15123592
clang_96_64_96_64_4_100_k80_Variant_62,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,15974691
clang_96_64_96_64_4_100_k80_Variant_63,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,15814668
clang_96_64_96_64_4_100_k80_Variant_64,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,10134519
clang_96_64_96_64_4_100_k80_Variant_65,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,6382201
clang_96_64_96_64_4_100_k80_Variant_66,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,6419627
clang_96_64_96_64_4_100_k80_Variant_67,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,10428586
clang_96_64_96_64_4_100_k80_Variant_68,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,10218807
clang_96_64_96_64_4_100_k80_Variant_69,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,10218125
clang_96_64_96_64_4_100_k80_Variant_70,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,9499168
clang_96_64_96_64_4_100_k80_Variant_71,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,9512212
clang_96_64_96_64_4_100_k80_Variant_72,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,9599555
clang_96_64_96_64_4_100_k80_Variant_73,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,846909
clang_96_64_96_64_4_100_k80_Variant_74,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,343058
clang_96_64_96_64_4_100_k80_Variant_75,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,343327
clang_96_64_96_64_4_100_k80_Variant_76,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,862289
clang_96_64_96_64_4_100_k80_Variant_77,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,870067
clang_96_64_96_64_4_100_k80_Variant_78,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,864776
clang_96_64_96_64_4_100_k80_Variant_79,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,404952
clang_96_64_96_64_4_100_k80_Variant_80,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,375577
clang_96_64_96_64_4_100_k80_Variant_81,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,372471
clang_96_64_96_64_4_100_k80_Variant_82,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,329400
clang_96_64_96_64_4_100_k80_Variant_83,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,345278
clang_96_64_96_64_4_100_k80_Variant_84,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,96,64,96,64,143483541601,3503159390400,592731844801,0,7247757312,452984832,452984832,7247757312,256729749600,181193932800,0,181193932800,0,0,347326716000,0,45298483200,0,237817036800,343570
clang_96_64_96_64_4_10_k80_Variant_1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,2927461
clang_96_64_96_64_4_10_k80_Variant_2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,52354718
clang_96_64_96_64_4_10_k80_Variant_3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,52474504
clang_96_64_96_64_4_10_k80_Variant_4,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,12380313
clang_96_64_96_64_4_10_k80_Variant_5,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,75919321
clang_96_64_96_64_4_10_k80_Variant_6,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,75943734
clang_96_64_96_64_4_10_k80_Variant_7,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,95516994
clang_96_64_96_64_4_10_k80_Variant_8,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,180136897
clang_96_64_96_64_4_10_k80_Variant_9,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,180131078
clang_96_64_96_64_4_10_k80_Variant_10,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,100321235
clang_96_64_96_64_4_10_k80_Variant_11,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,2418281587
clang_96_64_96_64_4_10_k80_Variant_12,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,2417802748
clang_96_64_96_64_4_10_k80_Variant_13,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,81400853
clang_96_64_96_64_4_10_k80_Variant_14,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,3354770
clang_96_64_96_64_4_10_k80_Variant_15,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,3346188
clang_96_64_96_64_4_10_k80_Variant_16,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,74474539
clang_96_64_96_64_4_10_k80_Variant_17,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,9303854
clang_96_64_96_64_4_10_k80_Variant_18,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,9283918
clang_96_64_96_64_4_10_k80_Variant_19,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,93839020
clang_96_64_96_64_4_10_k80_Variant_20,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,89386746
clang_96_64_96_64_4_10_k80_Variant_21,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,90912385
clang_96_64_96_64_4_10_k80_Variant_22,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,7733343
clang_96_64_96_64_4_10_k80_Variant_23,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,3278191
clang_96_64_96_64_4_10_k80_Variant_24,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,3283363
clang_96_64_96_64_4_10_k80_Variant_25,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,7902640
clang_96_64_96_64_4_10_k80_Variant_26,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,7979870
clang_96_64_96_64_4_10_k80_Variant_27,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,7912834
clang_96_64_96_64_4_10_k80_Variant_28,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,3253954
clang_96_64_96_64_4_10_k80_Variant_29,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,3400118
clang_96_64_96_64_4_10_k80_Variant_30,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,3400312
clang_96_64_96_64_4_10_k80_Variant_31,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,9697626
clang_96_64_96_64_4_10_k80_Variant_32,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,2997139
clang_96_64_96_64_4_10_k80_Variant_33,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,3006012
clang_96_64_96_64_4_10_k80_Variant_34,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,9919810
clang_96_64_96_64_4_10_k80_Variant_35,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,9773945
clang_96_64_96_64_4_10_k80_Variant_36,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,9697741
clang_96_64_96_64_4_10_k80_Variant_37,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,2967619
clang_96_64_96_64_4_10_k80_Variant_38,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,3092370
clang_96_64_96_64_4_10_k80_Variant_39,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,3089590
clang_96_64_96_64_4_10_k80_Variant_40,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,2989761
clang_96_64_96_64_4_10_k80_Variant_41,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,3185663
clang_96_64_96_64_4_10_k80_Variant_42,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,96,64,96,64,14382864481,350384959680,59342205121,0,0,0,0,0,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,3183607
clang_96_64_96_64_4_10_k80_Variant_43,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,96,64,96,64,14382864481,350384959680,59342205121,0,7247757312,452984832,452984832,7247757312,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,65135
clang_96_64_96_64_4_10_k80_Variant_44,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,96,64,96,64,14382864481,350384959680,59342205121,0,7247757312,452984832,452984832,7247757312,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,582458
clang_96_64_96_64_4_10_k80_Variant_45,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,96,64,96,64,14382864481,350384959680,59342205121,0,7247757312,452984832,452984832,7247757312,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,573211
clang_96_64_96_64_4_10_k80_Variant_46,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,96,64,96,64,14382864481,350384959680,59342205121,0,7247757312,452984832,452984832,7247757312,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,112067
clang_96_64_96_64_4_10_k80_Variant_47,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,96,64,96,64,14382864481,350384959680,59342205121,0,7247757312,452984832,452984832,7247757312,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,828837
clang_96_64_96_64_4_10_k80_Variant_48,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,96,64,96,64,14382864481,350384959680,59342205121,0,7247757312,452984832,452984832,7247757312,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,828735
clang_96_64_96_64_4_10_k80_Variant_49,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,96,64,96,64,14382864481,350384959680,59342205121,0,7247757312,452984832,452984832,7247757312,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,1691035
clang_96_64_96_64_4_10_k80_Variant_50,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,96,64,96,64,14382864481,350384959680,59342205121,0,7247757312,452984832,452984832,7247757312,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,29339343
clang_96_64_96_64_4_10_k80_Variant_51,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,96,64,96,64,14382864481,350384959680,59342205121,0,7247757312,452984832,452984832,7247757312,25707485280,18119393280,0,18119393280,0,0,34767181920,0,4529848320,0,23781703680,29341392
