kernel,distColl1,distColl2,distColl3,par1,par2,par3,par4,parColl1,parColl2,parColl3,parColl4,stat,dyn,guid,loop1,loop2,loop3,loop4,varDecl,refExpr,intLit,floatLit,memTo,memFrom,memAlloc,memDelete,addSubInt,addSubFloat,mulInt,mulFloat,divInt,divFloat,logicalInt,logicalFloat,remInt,assInt,assFloat,runtime
clang_32_32_32_32_2_100_v100_Variant_1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,21662
clang_32_32_32_32_2_100_v100_Variant_2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,1449
clang_32_32_32_32_2_100_v100_Variant_3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,1453
clang_32_32_32_32_2_100_v100_Variant_4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,220117
clang_32_32_32_32_2_100_v100_Variant_5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,1698
clang_32_32_32_32_2_100_v100_Variant_6,1,0,0,1,0,0,0,0,0,1,0,0,0,1,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,1768
clang_32_32_32_32_2_100_v100_Variant_7,1,0,0,1,0,0,0,0,1,0,0,1,0,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,349396
clang_32_32_32_32_2_100_v100_Variant_8,1,0,0,1,0,0,0,0,1,0,0,0,1,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,16423
clang_32_32_32_32_2_100_v100_Variant_9,1,0,0,1,0,0,0,0,1,0,0,0,0,1,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,16729
clang_32_32_32_32_2_100_v100_Variant_10,1,0,0,1,0,0,0,1,0,0,0,1,0,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,2935077
clang_32_32_32_32_2_100_v100_Variant_11,1,0,0,1,0,0,0,1,0,0,0,0,1,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,485844
clang_32_32_32_32_2_100_v100_Variant_12,1,0,0,1,0,0,0,1,0,0,0,0,0,1,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,699490
clang_32_32_32_32_2_100_v100_Variant_13,1,0,0,0,1,0,0,0,0,1,0,1,0,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,95772
clang_32_32_32_32_2_100_v100_Variant_14,1,0,0,0,1,0,0,0,0,1,0,0,1,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,436
clang_32_32_32_32_2_100_v100_Variant_15,1,0,0,0,1,0,0,0,0,1,0,0,0,1,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,296
clang_32_32_32_32_2_100_v100_Variant_16,1,0,0,0,1,0,0,0,1,0,0,1,0,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,87244
clang_32_32_32_32_2_100_v100_Variant_17,1,0,0,0,1,0,0,0,1,0,0,0,1,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,658
clang_32_32_32_32_2_100_v100_Variant_18,1,0,0,0,1,0,0,0,1,0,0,0,0,1,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,647
clang_32_32_32_32_2_100_v100_Variant_19,1,0,0,0,1,0,0,1,0,0,0,1,0,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,91039
clang_32_32_32_32_2_100_v100_Variant_20,1,0,0,0,1,0,0,1,0,0,0,0,1,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,21734
clang_32_32_32_32_2_100_v100_Variant_21,1,0,0,0,1,0,0,1,0,0,0,0,0,1,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,56378
clang_32_32_32_32_2_100_v100_Variant_22,1,0,0,0,0,1,0,0,1,0,0,1,0,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,77373
clang_32_32_32_32_2_100_v100_Variant_23,1,0,0,0,0,1,0,0,1,0,0,0,1,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,1138
clang_32_32_32_32_2_100_v100_Variant_24,1,0,0,0,0,1,0,0,1,0,0,0,0,1,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,1099
clang_32_32_32_32_2_100_v100_Variant_25,1,0,0,0,0,1,0,1,0,0,0,1,0,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,91499
clang_32_32_32_32_2_100_v100_Variant_26,1,0,0,0,0,1,0,1,0,0,0,0,1,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,20141
clang_32_32_32_32_2_100_v100_Variant_27,1,0,0,0,0,1,0,1,0,0,0,0,0,1,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,19933
clang_32_32_32_32_2_100_v100_Variant_28,1,0,0,0,0,0,1,1,0,0,0,1,0,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,20096
clang_32_32_32_32_2_100_v100_Variant_29,1,0,0,0,0,0,1,1,0,0,0,0,1,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,29451
clang_32_32_32_32_2_100_v100_Variant_30,1,0,0,0,0,0,1,1,0,0,0,0,0,1,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,29460
clang_32_32_32_32_2_100_v100_Variant_31,0,1,0,0,0,1,0,0,1,0,0,1,0,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,112282
clang_32_32_32_32_2_100_v100_Variant_32,0,1,0,0,0,1,0,0,1,0,0,0,1,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,346
clang_32_32_32_32_2_100_v100_Variant_33,0,1,0,0,0,1,0,0,1,0,0,0,0,1,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,339
clang_32_32_32_32_2_100_v100_Variant_34,0,1,0,0,0,1,0,1,0,0,0,1,0,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,51782
clang_32_32_32_32_2_100_v100_Variant_35,0,1,0,0,0,1,0,1,0,0,0,0,1,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,3104
clang_32_32_32_32_2_100_v100_Variant_36,0,1,0,0,0,1,0,1,0,0,0,0,0,1,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,3082
clang_32_32_32_32_2_100_v100_Variant_37,0,1,0,0,0,0,1,1,0,0,0,1,0,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,10621
clang_32_32_32_32_2_100_v100_Variant_38,0,1,0,0,0,0,1,1,0,0,0,0,1,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,3599
clang_32_32_32_32_2_100_v100_Variant_39,0,1,0,0,0,0,1,1,0,0,0,0,0,1,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,3592
clang_32_32_32_32_2_100_v100_Variant_40,0,0,1,0,0,0,1,1,0,0,0,1,0,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,9040
clang_32_32_32_32_2_100_v100_Variant_41,0,0,1,0,0,0,1,1,0,0,0,0,1,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,2963
clang_32_32_32_32_2_100_v100_Variant_42,0,0,1,0,0,0,1,1,0,0,0,0,0,1,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,2967
clang_32_32_32_32_2_100_v100_variant_43,1,0,0,1,0,0,0,0,0,0,1,1,0,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,3538
clang_32_32_32_32_2_100_v100_variant_44,1,0,0,1,0,0,0,0,0,0,1,0,1,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,1810
clang_32_32_32_32_2_100_v100_variant_45,1,0,0,1,0,0,0,0,0,0,1,0,0,1,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,1782
clang_32_32_32_32_2_100_v100_variant_46,1,0,0,1,0,0,0,0,0,1,0,1,0,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,14492
clang_32_32_32_32_2_100_v100_variant_47,1,0,0,1,0,0,0,0,0,1,0,0,1,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,2409
clang_32_32_32_32_2_100_v100_variant_48,1,0,0,1,0,0,0,0,0,1,0,0,0,1,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,2280
clang_32_32_32_32_2_100_v100_variant_49,1,0,0,1,0,0,0,0,1,0,0,1,0,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,107149
clang_32_32_32_32_2_100_v100_variant_50,1,0,0,1,0,0,0,0,1,0,0,0,1,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,19336
clang_32_32_32_32_2_100_v100_variant_51,1,0,0,1,0,0,0,0,1,0,0,0,0,1,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,19798
clang_32_32_32_32_2_100_v100_variant_52,1,0,0,1,0,0,0,1,0,0,0,1,0,0,32,32,32,32,2098234401,50124097600,8705345601,0,100663296,12582912,12582912,100663296,3775956000,2516582400,0,2516582400,0,0,5034247200,0,629145600,0,3460300800,519319
clang_32_32_32_32_2_10_v100_Variant_1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,2703
clang_32_32_32_32_2_10_v100_Variant_2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,594
clang_32_32_32_32_2_10_v100_Variant_3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,597
clang_32_32_32_32_2_10_v100_Variant_4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,22142
clang_32_32_32_32_2_10_v100_Variant_5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,309
clang_32_32_32_32_2_10_v100_Variant_6,1,0,0,1,0,0,0,0,0,1,0,0,0,1,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,315
clang_32_32_32_32_2_10_v100_Variant_7,1,0,0,1,0,0,0,0,1,0,0,1,0,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,40748
clang_32_32_32_32_2_10_v100_Variant_8,1,0,0,1,0,0,0,0,1,0,0,0,1,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,2549
clang_32_32_32_32_2_10_v100_Variant_9,1,0,0,1,0,0,0,0,1,0,0,0,0,1,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,2418
clang_32_32_32_32_2_10_v100_Variant_10,1,0,0,1,0,0,0,1,0,0,0,1,0,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,321520
clang_32_32_32_32_2_10_v100_Variant_11,1,0,0,1,0,0,0,1,0,0,0,0,1,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,63647
clang_32_32_32_32_2_10_v100_Variant_12,1,0,0,1,0,0,0,1,0,0,0,0,0,1,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,80047
clang_32_32_32_32_2_10_v100_Variant_13,1,0,0,0,1,0,0,0,0,1,0,1,0,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,9867
clang_32_32_32_32_2_10_v100_Variant_14,1,0,0,0,1,0,0,0,0,1,0,0,1,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,196
clang_32_32_32_32_2_10_v100_Variant_15,1,0,0,0,1,0,0,0,0,1,0,0,0,1,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,195
clang_32_32_32_32_2_10_v100_Variant_16,1,0,0,0,1,0,0,0,1,0,0,1,0,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,8866
clang_32_32_32_32_2_10_v100_Variant_17,1,0,0,0,1,0,0,0,1,0,0,0,1,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,198
clang_32_32_32_32_2_10_v100_Variant_18,1,0,0,0,1,0,0,0,1,0,0,0,0,1,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,195
clang_32_32_32_32_2_10_v100_Variant_19,1,0,0,0,1,0,0,1,0,0,0,1,0,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,9670
clang_32_32_32_32_2_10_v100_Variant_20,1,0,0,0,1,0,0,1,0,0,0,0,1,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,2836
clang_32_32_32_32_2_10_v100_Variant_21,1,0,0,0,1,0,0,1,0,0,0,0,0,1,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,2806
clang_32_32_32_32_2_10_v100_Variant_22,1,0,0,0,0,1,0,0,1,0,0,1,0,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,8053
clang_32_32_32_32_2_10_v100_Variant_23,1,0,0,0,0,1,0,0,1,0,0,0,1,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,617
clang_32_32_32_32_2_10_v100_Variant_24,1,0,0,0,0,1,0,0,1,0,0,0,0,1,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,599
clang_32_32_32_32_2_10_v100_Variant_25,1,0,0,0,0,1,0,1,0,0,0,1,0,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,9732
clang_32_32_32_32_2_10_v100_Variant_26,1,0,0,0,0,1,0,1,0,0,0,0,1,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,2934
clang_32_32_32_32_2_10_v100_Variant_27,1,0,0,0,0,1,0,1,0,0,0,0,0,1,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,2742
clang_32_32_32_32_2_10_v100_Variant_28,1,0,0,0,0,0,1,1,0,0,0,1,0,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,3416
clang_32_32_32_32_2_10_v100_Variant_29,1,0,0,0,0,0,1,1,0,0,0,0,1,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,12258
clang_32_32_32_32_2_10_v100_Variant_30,1,0,0,0,0,0,1,1,0,0,0,0,0,1,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,12269
clang_32_32_32_32_2_10_v100_Variant_31,0,1,0,0,0,1,0,0,1,0,0,1,0,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,11369
clang_32_32_32_32_2_10_v100_Variant_32,0,1,0,0,0,1,0,0,1,0,0,0,1,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,196
clang_32_32_32_32_2_10_v100_Variant_33,0,1,0,0,0,1,0,0,1,0,0,0,0,1,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,193
clang_32_32_32_32_2_10_v100_Variant_34,0,1,0,0,0,1,0,1,0,0,0,1,0,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,5239
clang_32_32_32_32_2_10_v100_Variant_35,0,1,0,0,0,1,0,1,0,0,0,0,1,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,463
clang_32_32_32_32_2_10_v100_Variant_36,0,1,0,0,0,1,0,1,0,0,0,0,0,1,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,432
clang_32_32_32_32_2_10_v100_Variant_37,0,1,0,0,0,0,1,1,0,0,0,1,0,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,1227
clang_32_32_32_32_2_10_v100_Variant_38,0,1,0,0,0,0,1,1,0,0,0,0,1,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,1714
clang_32_32_32_32_2_10_v100_Variant_39,0,1,0,0,0,0,1,1,0,0,0,0,0,1,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,1708
clang_32_32_32_32_2_10_v100_Variant_40,0,0,1,0,0,0,1,1,0,0,0,1,0,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,1087
clang_32_32_32_32_2_10_v100_Variant_41,0,0,1,0,0,0,1,1,0,0,0,0,1,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,1437
clang_32_32_32_32_2_10_v100_Variant_42,0,0,1,0,0,0,1,1,0,0,0,0,0,1,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,1442
clang_32_32_32_32_2_10_v100_variant_43,1,0,0,1,0,0,0,0,0,0,1,1,0,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,2824
clang_32_32_32_32_2_10_v100_variant_44,1,0,0,1,0,0,0,0,0,0,1,0,1,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,1694
clang_32_32_32_32_2_10_v100_variant_45,1,0,0,1,0,0,0,0,0,0,1,0,0,1,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,1678
clang_32_32_32_32_2_10_v100_variant_46,1,0,0,1,0,0,0,0,0,1,0,1,0,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,2948
clang_32_32_32_32_2_10_v100_variant_47,1,0,0,1,0,0,0,0,0,1,0,0,1,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,1746
clang_32_32_32_32_2_10_v100_variant_48,1,0,0,1,0,0,0,0,0,1,0,0,0,1,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,1751
clang_32_32_32_32_2_10_v100_variant_49,1,0,0,1,0,0,0,0,1,0,0,1,0,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,12459
clang_32_32_32_32_2_10_v100_variant_50,1,0,0,1,0,0,0,0,1,0,0,0,1,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,3810
clang_32_32_32_32_2_10_v100_variant_51,1,0,0,1,0,0,0,0,1,0,0,0,0,1,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,3850
clang_32_32_32_32_2_10_v100_variant_52,1,0,0,1,0,0,0,1,0,0,0,1,0,0,32,32,32,32,210797601,5014358080,872482881,0,100663296,12582912,12582912,100663296,378569760,251658240,0,251658240,0,0,504398880,0,62914560,0,346030080,70823
clang_32_32_32_32_2_500_v100_Variant_1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,32,32,32,32,10486842401,250611828800,43518068801,0,100663296,12582912,12582912,100663296,18875450400,12582912000,0,12582912000,0,0,25166906400,0,3145728000,0,17301504000,105414
