kernel,distColl1,distColl2,distColl3,par1,par2,par3,par4,parColl1,parColl2,parColl3,parColl4,stat,dyn,guid,loop1,loop2,loop3,loop4,varDecl,refExpr,intLit,floatLit,memTo,memFrom,memAlloc,memDelete,addSubInt,addSubFloat,mulInt,mulFloat,divInt,divFloat,logicalInt,logicalFloat,remInt,assInt,assFloat,runtime
clang_64_96_32_64_2_500_v100_Variant_9,1,0,0,1,0,0,0,0,1,0,0,0,0,1,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,164546
clang_64_96_32_64_2_500_v100_Variant_10,1,0,0,1,0,0,0,1,0,0,0,1,0,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,167595477
clang_64_96_32_64_2_500_v100_Variant_11,1,0,0,1,0,0,0,1,0,0,0,0,1,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,14604402
clang_64_96_32_64_2_500_v100_Variant_12,1,0,0,1,0,0,0,1,0,0,0,0,0,1,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,20958464
clang_64_96_32_64_2_500_v100_Variant_13,1,0,0,0,1,0,0,0,0,1,0,1,0,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,4149577
clang_64_96_32_64_2_500_v100_Variant_14,1,0,0,0,1,0,0,0,0,1,0,0,1,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,4869
clang_64_96_32_64_2_500_v100_Variant_15,1,0,0,0,1,0,0,0,0,1,0,0,0,1,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,4846
clang_64_96_32_64_2_500_v100_Variant_16,1,0,0,0,1,0,0,0,1,0,0,1,0,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,3067517
clang_64_96_32_64_2_500_v100_Variant_17,1,0,0,0,1,0,0,0,1,0,0,0,1,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,5474
clang_64_96_32_64_2_500_v100_Variant_18,1,0,0,0,1,0,0,0,1,0,0,0,0,1,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,5403
clang_64_96_32_64_2_500_v100_Variant_19,1,0,0,0,1,0,0,1,0,0,0,1,0,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,3003960
clang_64_96_32_64_2_500_v100_Variant_20,1,0,0,0,1,0,0,1,0,0,0,0,1,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,221484
clang_64_96_32_64_2_500_v100_Variant_21,1,0,0,0,1,0,0,1,0,0,0,0,0,1,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,221473
clang_64_96_32_64_2_500_v100_Variant_22,1,0,0,0,0,1,0,0,1,0,0,1,0,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,4146239
clang_64_96_32_64_2_500_v100_Variant_23,1,0,0,0,0,1,0,0,1,0,0,0,1,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,10360
clang_64_96_32_64_2_500_v100_Variant_24,1,0,0,0,0,1,0,0,1,0,0,0,0,1,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,10328
clang_64_96_32_64_2_500_v100_Variant_25,1,0,0,0,0,1,0,1,0,0,0,1,0,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,2807653
clang_64_96_32_64_2_500_v100_Variant_26,1,0,0,0,0,1,0,1,0,0,0,0,1,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,579579
clang_64_96_32_64_2_500_v100_Variant_27,1,0,0,0,0,1,0,1,0,0,0,0,0,1,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,579650
clang_64_96_32_64_2_500_v100_Variant_28,1,0,0,0,0,0,1,1,0,0,0,1,0,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,804245
clang_64_96_32_64_2_500_v100_Variant_29,1,0,0,0,0,0,1,1,0,0,0,0,1,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,333476
clang_64_96_32_64_2_500_v100_Variant_30,1,0,0,0,0,0,1,1,0,0,0,0,0,1,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,333720
clang_64_96_32_64_2_500_v100_Variant_31,0,1,0,0,0,1,0,0,1,0,0,1,0,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,10191192
clang_64_96_32_64_2_500_v100_Variant_32,0,1,0,0,0,1,0,0,1,0,0,0,1,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,6067
clang_64_96_32_64_2_500_v100_Variant_33,0,1,0,0,0,1,0,0,1,0,0,0,0,1,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,6063
clang_64_96_32_64_2_500_v100_Variant_34,0,1,0,0,0,1,0,1,0,0,0,1,0,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,2557989
clang_64_96_32_64_2_500_v100_Variant_35,0,1,0,0,0,1,0,1,0,0,0,0,1,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,117934
clang_64_96_32_64_2_500_v100_Variant_36,0,1,0,0,0,1,0,1,0,0,0,0,0,1,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,118111
clang_64_96_32_64_2_500_v100_Variant_37,0,1,0,0,0,0,1,1,0,0,0,1,0,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,674020
clang_64_96_32_64_2_500_v100_Variant_38,0,1,0,0,0,0,1,1,0,0,0,0,1,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,89953
clang_64_96_32_64_2_500_v100_Variant_39,0,1,0,0,0,0,1,1,0,0,0,0,0,1,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,90527
clang_64_96_32_64_2_500_v100_Variant_40,0,0,1,0,0,0,1,1,0,0,0,1,0,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,650581
clang_64_96_32_64_2_500_v100_Variant_41,0,0,1,0,0,0,1,1,0,0,0,0,1,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,88509
clang_64_96_32_64_2_500_v100_Variant_42,0,0,1,0,0,0,1,1,0,0,0,0,0,1,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,88448
clang_64_96_32_64_2_500_v100_variant_43,1,0,0,1,0,0,0,0,0,0,1,1,0,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,25537
clang_64_96_32_64_2_500_v100_variant_44,1,0,0,1,0,0,0,0,0,0,1,0,1,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,5326
clang_64_96_32_64_2_500_v100_variant_45,1,0,0,1,0,0,0,0,0,0,1,0,0,1,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,5275
clang_64_96_32_64_2_500_v100_variant_46,1,0,0,1,0,0,0,0,0,1,0,1,0,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,131657
clang_64_96_32_64_2_500_v100_variant_47,1,0,0,1,0,0,0,0,0,1,0,0,1,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,10283
clang_64_96_32_64_2_500_v100_variant_48,1,0,0,1,0,0,0,0,0,1,0,0,0,1,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,9755
clang_64_96_32_64_2_500_v100_variant_49,1,0,0,1,0,0,0,0,1,0,0,1,0,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,2598412
clang_64_96_32_64_2_500_v100_variant_50,1,0,0,1,0,0,0,0,1,0,0,0,1,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,157893
clang_64_96_32_64_2_500_v100_variant_51,1,0,0,1,0,0,0,0,1,0,0,0,0,1,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,167727
clang_64_96_32_64_2_500_v100_variant_52,1,0,0,1,0,0,0,1,0,0,0,1,0,0,64,96,32,64,125841905729,3007341539456,522216419457,0,1207959552,150994944,150994944,1207959552,226505201728,150994944000,0,150994944000,0,0,302002673728,0,37748736000,0,207618048000,14953430
clang_64_96_32_64_4_100_v100_Variant_1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,1088102
clang_64_96_32_64_4_100_v100_Variant_2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,58046
clang_64_96_32_64_4_100_v100_Variant_3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,25322
clang_64_96_32_64_4_100_v100_Variant_4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,8199607
clang_64_96_32_64_4_100_v100_Variant_5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,26899
clang_64_96_32_64_4_100_v100_Variant_6,1,0,0,1,0,0,0,0,0,1,0,0,0,1,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,27606
clang_64_96_32_64_4_100_v100_Variant_7,1,0,0,1,0,0,0,0,1,0,0,1,0,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,1497996
clang_64_96_32_64_4_100_v100_Variant_8,1,0,0,1,0,0,0,0,1,0,0,0,1,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,76447
clang_64_96_32_64_4_100_v100_Variant_9,1,0,0,1,0,0,0,0,1,0,0,0,0,1,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,76412
clang_64_96_32_64_4_100_v100_Variant_10,1,0,0,1,0,0,0,1,0,0,0,1,0,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,62470016
clang_64_96_32_64_4_100_v100_Variant_11,1,0,0,1,0,0,0,1,0,0,0,0,1,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,6408330
clang_64_96_32_64_4_100_v100_Variant_12,1,0,0,1,0,0,0,1,0,0,0,0,0,1,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,6405846
clang_64_96_32_64_4_100_v100_Variant_13,1,0,0,0,1,0,0,0,0,1,0,1,0,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,1600349
clang_64_96_32_64_4_100_v100_Variant_14,1,0,0,0,1,0,0,0,0,1,0,0,1,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,1916
clang_64_96_32_64_4_100_v100_Variant_15,1,0,0,0,1,0,0,0,0,1,0,0,0,1,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,1904
clang_64_96_32_64_4_100_v100_Variant_16,1,0,0,0,1,0,0,0,1,0,0,1,0,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,1131010
clang_64_96_32_64_4_100_v100_Variant_17,1,0,0,0,1,0,0,0,1,0,0,0,1,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,2677
clang_64_96_32_64_4_100_v100_Variant_18,1,0,0,0,1,0,0,0,1,0,0,0,0,1,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,2658
clang_64_96_32_64_4_100_v100_Variant_19,1,0,0,0,1,0,0,1,0,0,0,1,0,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,1088457
clang_64_96_32_64_4_100_v100_Variant_20,1,0,0,0,1,0,0,1,0,0,0,0,1,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,67174
clang_64_96_32_64_4_100_v100_Variant_21,1,0,0,0,1,0,0,1,0,0,0,0,0,1,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,67171
clang_64_96_32_64_4_100_v100_Variant_22,1,0,0,0,0,1,0,0,1,0,0,1,0,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,1533667
clang_64_96_32_64_4_100_v100_Variant_23,1,0,0,0,0,1,0,0,1,0,0,0,1,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,4965
clang_64_96_32_64_4_100_v100_Variant_24,1,0,0,0,0,1,0,0,1,0,0,0,0,1,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,4969
clang_64_96_32_64_4_100_v100_Variant_25,1,0,0,0,0,1,0,1,0,0,0,1,0,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,1060990
clang_64_96_32_64_4_100_v100_Variant_26,1,0,0,0,0,1,0,1,0,0,0,0,1,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,228151
clang_64_96_32_64_4_100_v100_Variant_27,1,0,0,0,0,1,0,1,0,0,0,0,0,1,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,228146
clang_64_96_32_64_4_100_v100_Variant_28,1,0,0,0,0,0,1,1,0,0,0,1,0,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,263008
clang_64_96_32_64_4_100_v100_Variant_29,1,0,0,0,0,0,1,1,0,0,0,0,1,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,151280
clang_64_96_32_64_4_100_v100_Variant_30,1,0,0,0,0,0,1,1,0,0,0,0,0,1,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,151269
clang_64_96_32_64_4_100_v100_Variant_31,0,1,0,0,0,1,0,0,1,0,0,1,0,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,4866531
clang_64_96_32_64_4_100_v100_Variant_32,0,1,0,0,0,1,0,0,1,0,0,0,1,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,2542
clang_64_96_32_64_4_100_v100_Variant_33,0,1,0,0,0,1,0,0,1,0,0,0,0,1,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,2544
clang_64_96_32_64_4_100_v100_Variant_34,0,1,0,0,0,1,0,1,0,0,0,1,0,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,933252
clang_64_96_32_64_4_100_v100_Variant_35,0,1,0,0,0,1,0,1,0,0,0,0,1,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,45850
clang_64_96_32_64_4_100_v100_Variant_36,0,1,0,0,0,1,0,1,0,0,0,0,0,1,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,45659
clang_64_96_32_64_4_100_v100_Variant_37,0,1,0,0,0,0,1,1,0,0,0,1,0,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,619709
clang_64_96_32_64_4_100_v100_Variant_38,0,1,0,0,0,0,1,1,0,0,0,0,1,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,38357
clang_64_96_32_64_4_100_v100_Variant_39,0,1,0,0,0,0,1,1,0,0,0,0,0,1,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,38332
clang_64_96_32_64_4_100_v100_Variant_40,0,0,1,0,0,0,1,1,0,0,0,1,0,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,538618
clang_64_96_32_64_4_100_v100_Variant_41,0,0,1,0,0,0,1,1,0,0,0,0,1,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,36396
clang_64_96_32_64_4_100_v100_Variant_42,0,0,1,0,0,0,1,1,0,0,0,0,0,1,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,36379
clang_64_96_32_64_4_100_v100_variant_43,1,0,0,1,0,0,0,0,0,0,1,1,0,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,26065
clang_64_96_32_64_4_100_v100_variant_44,1,0,0,1,0,0,0,0,0,0,1,0,1,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,8360
clang_64_96_32_64_4_100_v100_variant_45,1,0,0,1,0,0,0,0,0,0,1,0,0,1,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,8477
clang_64_96_32_64_4_100_v100_variant_46,1,0,0,1,0,0,0,0,0,1,0,1,0,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,50659
clang_64_96_32_64_4_100_v100_variant_47,1,0,0,1,0,0,0,0,0,1,0,0,1,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,10391
clang_64_96_32_64_4_100_v100_variant_48,1,0,0,1,0,0,0,0,0,1,0,0,0,1,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,10415
clang_64_96_32_64_4_100_v100_variant_49,1,0,0,1,0,0,0,0,1,0,0,1,0,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,967624
clang_64_96_32_64_4_100_v100_variant_50,1,0,0,1,0,0,0,0,1,0,0,0,1,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,83816
clang_64_96_32_64_4_100_v100_variant_51,1,0,0,1,0,0,0,0,1,0,0,0,0,1,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,83914
clang_64_96_32_64_4_100_v100_variant_52,1,0,0,1,0,0,0,1,0,0,0,1,0,0,64,96,32,64,47827851329,1167719805056,197577289857,0,2415919104,150994944,150994944,2415919104,85576587328,60397977600,0,60397977600,0,0,115775576128,0,15099494400,0,79272345600,5959725
clang_64_96_32_64_4_10_v100_Variant_1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,64,96,32,64,4794292289,116794994816,19780743297,0,2415919104,150994944,150994944,2415919104,8569165888,6039797760,0,6039797760,0,0,11589064768,0,1509949440,0,7927234560,104426
clang_64_96_32_64_4_10_v100_Variant_2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,64,96,32,64,4794292289,116794994816,19780743297,0,2415919104,150994944,150994944,2415919104,8569165888,6039797760,0,6039797760,0,0,11589064768,0,1509949440,0,7927234560,7061
clang_64_96_32_64_4_10_v100_Variant_3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,64,96,32,64,4794292289,116794994816,19780743297,0,2415919104,150994944,150994944,2415919104,8569165888,6039797760,0,6039797760,0,0,11589064768,0,1509949440,0,7927234560,6993
