variant_43,1,1,4,Static,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,767271,0.767271
variant_44,1,1,4,Dynamic,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,769083,0.769083
variant_45,1,1,4,Guided,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,773518,0.773518
variant_46,1,1,3,Static,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,2614870,2.614870
variant_47,1,1,3,Dynamic,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,2323575,2.323575
variant_48,1,1,3,Guided,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,2638512,2.638512
variant_49,1,1,2,Static,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,1376830,1.376830
variant_50,1,1,2,Dynamic,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,1375325,1.375325
variant_51,1,1,2,Guided,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,1392594,1.392594
variant_52,1,1,1,Static,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,27154825,27.154825
variant_53,1,1,1,Dynamic,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,27155519,27.155519
variant_54,1,1,1,Guided,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,27148926,27.148926
variant_55,1,2,3,Static,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,6893644,6.893644
variant_56,1,2,3,Dynamic,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,6895894,6.895894
variant_57,1,2,3,Guided,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,6874129,6.874129
variant_58,1,2,2,Static,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,7248633,7.248633
variant_59,1,2,2,Dynamic,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,4552630,4.552630
variant_60,1,2,2,Guided,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,4550136,4.550136
variant_61,1,2,1,Static,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,7962558,7.962558
variant_62,1,2,1,Dynamic,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,7952607,7.952607
variant_63,1,2,1,Guided,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,7965481,7.965481
variant_64,1,3,2,Static,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,4334500,4.334500
variant_65,1,3,2,Dynamic,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,4352372,4.352372
variant_66,1,3,2,Guided,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,4364928,4.364928
variant_67,1,3,1,Static,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,7964916,7.964916
variant_68,1,3,1,Dynamic,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,7956727,7.956727
variant_69,1,3,1,Guided,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,7962108,7.962108
variant_70,1,4,1,Static,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,7753327,7.753327
variant_71,1,4,1,Dynamic,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,7742146,7.742146
variant_72,1,4,1,Guided,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,7753093,7.753093
variant_73,2,3,2,Static,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,978287,0.978287
variant_74,2,3,2,Dynamic,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,973162,0.973162
variant_75,2,3,2,Guided,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,977495,0.977495
variant_76,2,3,1,Static,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,2000715,2.000715
variant_77,2,3,1,Dynamic,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,2062775,2.062775
variant_78,2,3,1,Guided,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,2141638,2.141638
variant_79,2,4,1,Static,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,1124624,1.124624
variant_80,2,4,1,Dynamic,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,1105877,1.105877
variant_81,2,4,1,Guided,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,1134637,1.134637
variant_82,3,4,1,Static,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,805522,0.805522
variant_83,3,4,1,Dynamic,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,796764,0.796764
variant_84,3,4,1,Guided,3623878656,226492416,226492416,3623878656,500,64,96,96,32,4,3,3,796229,0.796229
