Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,10,1,32,80,80,8,3,3,1596484,1.5965
GPU0,static,1,78643200,2457600,10,1,32,80,80,8,3,3,899033275,899.0333
GPU3,static,1,78643200,2457600,10,1,32,80,80,8,3,3,1797964196,1797.9642
GPU5,static,1,78643200,2457600,10,1,32,80,80,8,3,3,1797977481,1797.9775
GPU4,static,1,78643200,2457600,10,1,32,80,80,8,3,3,1797983279,1797.9833
GPU1,static,1,78643200,2457600,10,1,32,80,80,8,3,3,1798041501,1798.0415
GPU2,static,1,78643200,2457600,10,1,32,80,80,8,3,3,1799758402,1799.7584
GPU5,dynamic,1,78643200,2457600,10,1,32,80,80,8,3,3,898845497,898.8455
GPU3,dynamic,1,78643200,2457600,10,1,32,80,80,8,3,3,898850180,898.8502
GPU4,dynamic,1,78643200,2457600,10,1,32,80,80,8,3,3,898856564,898.8566
GPU1,dynamic,1,78643200,2457600,10,1,32,80,80,8,3,3,898890060,898.8901
GPU0,dynamic,1,78643200,2457600,10,1,32,80,80,8,3,3,898892771,898.8928
GPU2,dynamic,1,78643200,2457600,10,1,32,80,80,8,3,3,900679127,900.6791
GPU5,guided,1,78643200,2457600,10,1,32,80,80,8,3,3,898848290,898.8483
GPU3,guided,1,78643200,2457600,10,1,32,80,80,8,3,3,898852802,898.8528
GPU4,guided,1,78643200,2457600,10,1,32,80,80,8,3,3,898859656,898.8597
GPU0,guided,1,78643200,2457600,10,1,32,80,80,8,3,3,898872776,898.8728
GPU1,guided,1,78643200,2457600,10,1,32,80,80,8,3,3,898891098,898.8911
GPU2,guided,1,78643200,2457600,10,1,32,80,80,8,3,3,900744809,900.7448
GPU4,static,2,78643200,2457600,10,1,32,80,80,8,3,3,28375845,28.3758
GPU0,static,2,78643200,2457600,10,1,32,80,80,8,3,3,28376921,28.3769
GPU3,static,2,78643200,2457600,10,1,32,80,80,8,3,3,28379694,28.3797
GPU5,static,2,78643200,2457600,10,1,32,80,80,8,3,3,28380261,28.3803
GPU1,static,2,78643200,2457600,10,1,32,80,80,8,3,3,28381608,28.3816
GPU2,static,2,78643200,2457600,10,1,32,80,80,8,3,3,28425956,28.4260
GPU0,dynamic,2,78643200,2457600,10,1,32,80,80,8,3,3,28358262,28.3583
GPU5,dynamic,2,78643200,2457600,10,1,32,80,80,8,3,3,28360205,28.3602
GPU3,dynamic,2,78643200,2457600,10,1,32,80,80,8,3,3,28364204,28.3642
GPU1,dynamic,2,78643200,2457600,10,1,32,80,80,8,3,3,28367620,28.3676
GPU4,dynamic,2,78643200,2457600,10,1,32,80,80,8,3,3,28374210,28.3742
GPU2,dynamic,2,78643200,2457600,10,1,32,80,80,8,3,3,28426762,28.4268
GPU1,guided,2,78643200,2457600,10,1,32,80,80,8,3,3,28360532,28.3605
GPU4,guided,2,78643200,2457600,10,1,32,80,80,8,3,3,28363090,28.3631
GPU5,guided,2,78643200,2457600,10,1,32,80,80,8,3,3,28363669,28.3637
GPU3,guided,2,78643200,2457600,10,1,32,80,80,8,3,3,28368217,28.3682
GPU0,guided,2,78643200,2457600,10,1,32,80,80,8,3,3,28372588,28.3726
