Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,10,96,96,64,32,8,3,3,6057394,6.0574
GPU0,static,1,7247757312,226492416,10,96,96,64,32,8,3,3,888161496,888.1615
GPU2,static,1,7247757312,226492416,10,96,96,64,32,8,3,3,1772134561,1772.1346
GPU1,static,1,7247757312,226492416,10,96,96,64,32,8,3,3,1773386377,1773.3864
GPU4,static,1,7247757312,226492416,10,96,96,64,32,8,3,3,1773411711,1773.4117
GPU5,static,1,7247757312,226492416,10,96,96,64,32,8,3,3,1773487371,1773.4874
GPU3,static,1,7247757312,226492416,10,96,96,64,32,8,3,3,1775039063,1775.0391
GPU5,dynamic,1,7247757312,226492416,10,96,96,64,32,8,3,3,886093394,886.0934
GPU1,dynamic,1,7247757312,226492416,10,96,96,64,32,8,3,3,886272270,886.2723
GPU4,dynamic,1,7247757312,226492416,10,96,96,64,32,8,3,3,886844333,886.8443
GPU2,dynamic,1,7247757312,226492416,10,96,96,64,32,8,3,3,887574749,887.5747
GPU0,dynamic,1,7247757312,226492416,10,96,96,64,32,8,3,3,888385633,888.3856
GPU3,dynamic,1,7247757312,226492416,10,96,96,64,32,8,3,3,888735069,888.7351
GPU2,guided,1,7247757312,226492416,10,96,96,64,32,8,3,3,884144090,884.1441
GPU5,guided,1,7247757312,226492416,10,96,96,64,32,8,3,3,885988356,885.9884
GPU1,guided,1,7247757312,226492416,10,96,96,64,32,8,3,3,886551209,886.5512
GPU4,guided,1,7247757312,226492416,10,96,96,64,32,8,3,3,886923118,886.9231
GPU0,guided,1,7247757312,226492416,10,96,96,64,32,8,3,3,888044891,888.0449
GPU3,guided,1,7247757312,226492416,10,96,96,64,32,8,3,3,888695523,888.6955
GPU3,static,2,7247757312,226492416,10,96,96,64,32,8,3,3,10720996,10.7210
GPU4,static,2,7247757312,226492416,10,96,96,64,32,8,3,3,10992095,10.9921
GPU5,static,2,7247757312,226492416,10,96,96,64,32,8,3,3,11019727,11.0197
GPU0,static,2,7247757312,226492416,10,96,96,64,32,8,3,3,11052013,11.0520
GPU1,static,2,7247757312,226492416,10,96,96,64,32,8,3,3,11057164,11.0572
GPU2,static,2,7247757312,226492416,10,96,96,64,32,8,3,3,11071502,11.0715
GPU5,dynamic,2,7247757312,226492416,10,96,96,64,32,8,3,3,10916202,10.9162
GPU3,dynamic,2,7247757312,226492416,10,96,96,64,32,8,3,3,10930591,10.9306
GPU4,dynamic,2,7247757312,226492416,10,96,96,64,32,8,3,3,10981651,10.9817
GPU0,dynamic,2,7247757312,226492416,10,96,96,64,32,8,3,3,10995748,10.9957
GPU2,dynamic,2,7247757312,226492416,10,96,96,64,32,8,3,3,11009915,11.0099
GPU1,dynamic,2,7247757312,226492416,10,96,96,64,32,8,3,3,11011161,11.0112
GPU2,guided,2,7247757312,226492416,10,96,96,64,32,8,3,3,10622781,10.6228
GPU3,guided,2,7247757312,226492416,10,96,96,64,32,8,3,3,10689511,10.6895
GPU4,guided,2,7247757312,226492416,10,96,96,64,32,8,3,3,11001817,11.0018
GPU5,guided,2,7247757312,226492416,10,96,96,64,32,8,3,3,11022099,11.0221
GPU1,guided,2,7247757312,226492416,10,96,96,64,32,8,3,3,11041048,11.0410
GPU0,guided,2,7247757312,226492416,10,96,96,64,32,8,3,3,11055269,11.0553
GPU5,static,3,7247757312,226492416,10,96,96,64,32,8,3,3,9430992,9.4310
GPU2,static,3,7247757312,226492416,10,96,96,64,32,8,3,3,9487276,9.4873
GPU3,static,3,7247757312,226492416,10,96,96,64,32,8,3,3,9528956,9.5290
GPU4,static,3,7247757312,226492416,10,96,96,64,32,8,3,3,9686416,9.6864
GPU0,static,3,7247757312,226492416,10,96,96,64,32,8,3,3,9687423,9.6874
