Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,1000,1,16,48,16,8,3,3,14246777,14.246GPU0,static,1,4718592,147456,1000,1,16,48,16,8,3,3,5418563359,5418.5634
6
