Variant_1,1,1,4,Static,0,0,0,0,500,96,96,96,64,4,3,3,220848496,220.848496
Variant_2,1,1,4,Dynamic,0,0,0,0,500,96,96,96,64,4,3,3,3921774531,3921.774531
Variant_3,1,1,4,Guided,0,0,0,0,500,96,96,96,64,4,3,3,3919103077,3919.103077
Variant_4,1,1,3,Static,0,0,0,0,500,96,96,96,64,4,3,3,1105735608,1105.73560VaVariant_5,1,1,3,Dynamic,0,0,0,0,500,96,96,96,64,4,3,3,5897720723,5897.720723
